,Time block,Operation,Terminal,Delay
1821,21,Departure,1,33.0
1822,21,Departure,2,-8.0
1823,21,Departure,1,18.0
1824,21,Departure,1,0.0
1825,21,Departure,1,-1.0
1826,21,Departure,2,11.0
1827,21,Departure,2,-13.0
1828,21,Departure,2,-2.0
1829,21,Departure,2,13.0
1830,22,Departure,1,-4.0
1831,22,Departure,1,-10.0
1832,22,Departure,1,15.0
1833,22,Departure,2,-2.0
1834,22,Departure,1,-12.0
1835,23,Departure,1,-2.0
1836,23,Departure,1,-11.0
1837,0,Arrival,1,-16.0
1838,0,Arrival,1,-9.0
1839,1,Arrival,1,-15.0
1840,1,Arrival,1,-31.0
1841,3,Arrival,1,5.0
1842,5,Arrival,1,0.0
1843,6,Arrival,1,17.0
1844,6,Arrival,1,11.0
1845,6,Arrival,1,-16.0
1846,7,Arrival,1,-41.0
1847,7,Arrival,2,-24.0
1848,7,Arrival,1,22.0
1849,7,Arrival,1,-2.0
1850,7,Arrival,1,-15.0
1851,8,Arrival,1,3.0
1852,8,Arrival,1,-5.0
1853,8,Arrival,1,-8.0
1854,8,Arrival,1,0.0
1855,8,Arrival,2,-3.0
1856,8,Arrival,1,-9.0
1857,8,Arrival,1,-8.0
1858,8,Arrival,1,9.0
1859,8,Arrival,1,-1.0
1860,8,Arrival,1,-14.0
1861,8,Arrival,1,-15.0
1862,8,Arrival,2,-15.0
1863,8,Arrival,1,-6.0
1864,8,Arrival,1,-17.0
1865,8,Arrival,1,-11.0
1866,8,Arrival,1,-1.0
1867,8,Arrival,2,3.0
1868,8,Arrival,1,4.0
1869,8,Arrival,2,-7.0
1870,8,Arrival,2,-1.0
1871,8,Arrival,1,23.0
1872,9,Arrival,1,-8.0
1873,9,Arrival,1,-1.0
1874,9,Arrival,1,-14.0
1875,9,Arrival,1,-5.0
1876,9,Arrival,2,0.0
1877,9,Arrival,2,15.0
1878,9,Arrival,2,-1.0
1879,9,Arrival,1,-6.0
1880,9,Arrival,2,-18.0
1881,9,Arrival,1,2.0
1882,9,Arrival,1,-25.0
1883,9,Arrival,1,-9.0
1884,9,Arrival,2,-31.0
1885,9,Arrival,1,-5.0
1886,9,Arrival,1,2.0
1887,9,Arrival,1,47.0
1888,9,Arrival,2,-25.0
1889,9,Arrival,1,-5.0
1890,9,Arrival,1,-6.0
1891,9,Arrival,1,-16.0
1892,9,Arrival,2,0.0
1893,9,Arrival,2,-9.0
1894,9,Arrival,1,-8.0
1895,9,Arrival,1,-7.0
1896,10,Arrival,2,-15.0
1897,10,Arrival,2,-12.0
1898,10,Arrival,1,-9.0
1899,10,Arrival,1,-3.0
1900,10,Arrival,1,-44.0
1901,10,Arrival,2,-22.0
1902,10,Arrival,2,-13.0
1903,10,Arrival,1,0.0
1904,10,Arrival,2,3.0
1905,10,Arrival,1,-5.0
1906,10,Arrival,1,-7.0
1907,10,Arrival,1,5.0
1908,10,Arrival,1,-14.0
1909,10,Arrival,1,15.0
1910,10,Arrival,1,-11.0
1911,10,Arrival,1,-28.0
1912,10,Arrival,2,2.0
1913,10,Arrival,1,-20.0
1914,10,Arrival,1,34.0
1915,10,Arrival,1,5.0
1916,10,Arrival,2,-12.0
1917,10,Arrival,2,-25.0
1918,10,Arrival,2,-15.0
1919,10,Arrival,1,-8.0
1920,11,Arrival,1,-10.0
1921,11,Arrival,2,-20.0
1922,11,Arrival,1,-6.0
1923,11,Arrival,2,10.0
1924,11,Arrival,1,-23.0
1925,11,Arrival,1,-2.0
1926,11,Arrival,1,-12.0
1927,11,Arrival,1,72.0
1928,11,Arrival,1,-16.0
1929,11,Arrival,1,0.0
1930,11,Arrival,1,78.0
1931,11,Arrival,2,0.0
1932,11,Arrival,1,5.0
1933,11,Arrival,2,16.0
1934,11,Arrival,1,-16.0
1935,11,Arrival,1,16.0
1936,11,Arrival,1,-20.0
1937,11,Arrival,1,-6.0
1938,11,Arrival,1,7.0
1939,11,Arrival,1,-14.0
1940,11,Arrival,1,-20.0
1941,11,Arrival,2,-22.0
1942,12,Arrival,2,2.0
1943,12,Arrival,1,36.0
1944,12,Arrival,1,0.0
1945,12,Arrival,2,-33.0
1946,12,Arrival,1,-12.0
1947,12,Arrival,2,3.0
1948,12,Arrival,1,6.0
1949,12,Arrival,1,0.0
1950,12,Arrival,1,13.0
1951,12,Arrival,1,4.0
1952,12,Arrival,1,-10.0
1953,12,Arrival,2,71.0
1954,12,Arrival,2,-9.0
1955,12,Arrival,1,44.0
1956,12,Arrival,1,-26.0
1957,12,Arrival,1,-20.0
1958,12,Arrival,1,9.0
1959,12,Arrival,1,53.0
1960,12,Arrival,1,-15.0
1961,13,Arrival,1,6.0
1962,13,Arrival,2,0.0
1963,13,Arrival,1,-57.0
1964,13,Arrival,1,94.0
1965,13,Arrival,2,0.0
1966,13,Arrival,1,-21.0
1967,13,Arrival,1,-10.0
1968,13,Arrival,1,-19.0
1969,13,Arrival,1,-7.0
1970,13,Arrival,1,26.0
1971,13,Arrival,2,-4.0
1972,13,Arrival,2,26.0
1973,13,Arrival,1,-9.0
1974,13,Arrival,2,-17.0
1975,14,Arrival,1,4.0
1976,14,Arrival,1,-24.0
1977,14,Arrival,1,17.0
1978,14,Arrival,1,-11.0
1979,14,Arrival,2,8.0
1980,14,Arrival,2,-15.0
1981,14,Arrival,1,-10.0
1982,14,Arrival,1,-7.0
1983,14,Arrival,1,-8.0
1984,14,Arrival,2,-11.0
1985,14,Arrival,1,11.0
1986,14,Arrival,1,-15.0
1987,14,Arrival,1,2.0
1988,14,Arrival,1,2.0
1989,14,Arrival,1,12.0
1990,14,Arrival,1,-18.0
1991,14,Arrival,1,-16.0
1992,14,Arrival,2,-2.0
1993,15,Arrival,2,27.0
1994,15,Arrival,2,1.0
1995,15,Arrival,1,-4.0
1996,15,Arrival,2,-30.0
1997,15,Arrival,1,-11.0
1998,15,Arrival,2,-16.0
1999,15,Arrival,1,17.0
2000,15,Arrival,2,57.0
2001,15,Arrival,1,-11.0
2002,15,Arrival,1,16.0
2003,15,Arrival,1,-1.0
2004,15,Arrival,2,78.0
2005,15,Arrival,1,-13.0
2006,15,Arrival,1,23.0
2007,15,Arrival,1,-3.0
2008,15,Arrival,2,1.0
2009,15,Arrival,1,8.0
2010,16,Arrival,1,12.0
2011,16,Arrival,2,66.0
2012,16,Arrival,2,-18.0
2013,16,Arrival,1,-25.0
2014,16,Arrival,1,-18.0
2015,16,Arrival,1,1.0
2016,16,Arrival,2,18.0
2017,16,Arrival,1,27.0
2018,16,Arrival,2,-7.0
2019,16,Arrival,1,-1.0
2020,16,Arrival,1,59.0
2021,16,Arrival,1,19.0
2022,16,Arrival,1,-7.0
2023,16,Arrival,2,-11.0
2024,16,Arrival,2,19.0
2025,16,Arrival,1,-7.0
2026,16,Arrival,1,18.0
2027,16,Arrival,2,-6.0
2028,16,Arrival,1,-14.0
2029,16,Arrival,1,-19.0
2030,16,Arrival,2,10.0
2031,17,Arrival,2,-12.0
2032,17,Arrival,1,-15.0
2033,17,Arrival,1,26.0
2034,17,Arrival,1,13.0
2035,17,Arrival,1,3.0
2036,17,Arrival,2,-7.0
2037,17,Arrival,1,-19.0
2038,17,Arrival,1,2.0
2039,17,Arrival,2,-5.0
2040,17,Arrival,1,25.0
2041,17,Arrival,1,-20.0
2042,17,Arrival,1,20.0
2043,17,Arrival,2,9.0
2044,17,Arrival,1,-14.0
2045,17,Arrival,1,-9.0
2046,17,Arrival,1,-21.0
2047,17,Arrival,1,-11.0
2048,18,Arrival,1,-17.0
2049,18,Arrival,1,17.0
2050,18,Arrival,1,86.0
2051,18,Arrival,2,11.0
2052,18,Arrival,1,-8.0
2053,18,Arrival,1,20.0
2054,18,Arrival,2,8.0
2055,18,Arrival,1,-7.0
2056,18,Arrival,2,-11.0
2057,18,Arrival,1,39.0
2058,18,Arrival,1,-7.0
2059,18,Arrival,1,-20.0
2060,18,Arrival,1,-12.0
2061,18,Arrival,1,0.0
2062,18,Arrival,2,-14.0
2063,18,Arrival,2,15.0
2064,18,Arrival,1,2.0
2065,18,Arrival,2,-5.0
2066,18,Arrival,1,1.0
2067,18,Arrival,1,4.0
2068,18,Arrival,1,-11.0
2069,18,Arrival,1,37.0
2070,19,Arrival,1,-5.0
2071,19,Arrival,1,17.0
2072,19,Arrival,2,-12.0
2073,19,Arrival,2,7.0
2074,19,Arrival,2,-2.0
2075,19,Arrival,1,5.0
2076,19,Arrival,1,10.0
2077,19,Arrival,2,-3.0
2078,19,Arrival,2,40.0
2079,19,Arrival,1,-5.0
2080,19,Arrival,1,115.0
2081,19,Arrival,1,-14.0
2082,19,Arrival,2,18.0
2083,19,Arrival,1,-14.0
2084,19,Arrival,1,0.0
2085,19,Arrival,1,17.0
2086,19,Arrival,2,-9.0
2087,19,Arrival,1,-21.0
2088,19,Arrival,2,2.0
2089,19,Arrival,1,-13.0
2090,20,Arrival,1,-2.0
2091,20,Arrival,1,32.0
2092,20,Arrival,1,-6.0
2093,20,Arrival,1,17.0
2094,20,Arrival,1,-13.0
2095,20,Arrival,2,20.0
2096,20,Arrival,1,11.0
2097,20,Arrival,1,-16.0
2098,20,Arrival,1,4.0
2099,20,Arrival,1,26.0
2100,20,Arrival,1,11.0
2101,20,Arrival,2,0.0
2102,20,Arrival,1,-14.0
2103,20,Arrival,2,-23.0
2104,20,Arrival,1,-6.0
2105,20,Arrival,2,-1.0
2106,20,Arrival,1,-21.0
2107,20,Arrival,1,-1.0
2108,21,Arrival,1,6.0
2109,21,Arrival,1,-11.0
2110,21,Arrival,2,-20.0
2111,21,Arrival,1,-9.0
2112,21,Arrival,1,-11.0
2113,21,Arrival,1,-19.0
2114,21,Arrival,2,-2.0
2115,21,Arrival,1,19.0
2116,21,Arrival,1,9.0
2117,21,Arrival,2,-13.0
2118,21,Arrival,2,-23.0
2119,21,Arrival,2,-2.0
2120,21,Arrival,1,0.0
2121,21,Arrival,1,64.0
2122,21,Arrival,2,-20.0
2123,21,Arrival,1,3.0
2124,21,Arrival,1,-19.0
2125,21,Arrival,1,13.0
2126,22,Arrival,1,-13.0
2127,22,Arrival,1,-13.0
2128,22,Arrival,1,-6.0
2129,22,Arrival,1,-26.0
2130,22,Arrival,2,6.0
2131,22,Arrival,2,-8.0
2132,22,Arrival,2,-7.0
2133,22,Arrival,1,-35.0
2134,22,Arrival,1,-23.0
2135,22,Arrival,1,-19.0
2136,22,Arrival,2,-2.0
2137,22,Arrival,1,-7.0
2138,22,Arrival,2,-10.0
2139,22,Arrival,1,-4.0
2140,22,Arrival,2,-7.0
2141,22,Arrival,1,-1.0
2142,23,Arrival,1,-5.0
2143,23,Arrival,1,-5.0
2144,23,Arrival,1,59.0
2145,23,Arrival,1,-3.0
2146,23,Arrival,1,65.0
2147,23,Arrival,2,3.0
2148,23,Arrival,2,-1.0
2149,23,Arrival,2,-2.0
2150,23,Arrival,1,4.0
2151,23,Arrival,2,-2.0
2152,23,Arrival,2,-11.0
2153,23,Arrival,1,-18.0
2154,23,Arrival,1,-1.0
2155,23,Arrival,1,-2.0
2156,23,Arrival,2,5.0
2157,23,Arrival,1,6.0
2158,23,Arrival,1,14.0
2159,23,Arrival,1,-21.0
2160,23,Arrival,1,79.0
2161,23,Arrival,1,-8.0
2162,23,Arrival,1,-19.0
2163,23,Arrival,2,-5.0
2164,1,Departure,1,2.0
2165,6,Departure,1,-12.0
2166,6,Departure,1,9.0
2167,6,Departure,1,-3.0
2168,6,Departure,1,-1.0
2169,6,Departure,2,25.0
2170,6,Departure,1,11.0
2171,6,Departure,2,0.0
2172,6,Departure,2,-3.0
2173,6,Departure,1,0.0
2174,6,Departure,1,1.0
2175,6,Departure,2,26.0
2176,6,Departure,2,0.0
2177,6,Departure,2,-3.0
2178,6,Departure,2,-9.0
2179,6,Departure,1,0.0
2180,6,Departure,2,0.0
2181,6,Departure,1,-3.0
2182,6,Departure,1,-3.0
2183,6,Departure,1,51.0
2184,6,Departure,1,-6.0
2185,6,Departure,1,10.0
2186,6,Departure,2,-1.0
2187,6,Departure,1,-6.0
2188,6,Departure,1,-2.0
2189,7,Departure,1,1.0
2190,7,Departure,1,3.0
2191,7,Departure,1,-7.0
2192,7,Departure,1,3.0
2193,7,Departure,1,46.0
2194,7,Departure,1,0.0
2195,7,Departure,1,-2.0
2196,7,Departure,1,68.0
2197,7,Departure,1,-10.0
2198,7,Departure,1,17.0
2199,7,Departure,1,0.0
2200,7,Departure,1,67.0
2201,7,Departure,1,1.0
2202,7,Departure,1,-2.0
2203,7,Departure,2,-3.0
2204,7,Departure,2,42.0
2205,7,Departure,2,47.0
2206,7,Departure,1,9.0
2207,7,Departure,2,1.0
2208,7,Departure,1,-4.0
2209,7,Departure,2,0.0
2210,7,Departure,1,6.0
2211,7,Departure,1,-5.0
2212,7,Departure,2,13.0
2213,7,Departure,1,-8.0
2214,7,Departure,1,34.0
2215,7,Departure,1,26.0
2216,8,Departure,2,-6.0
2217,8,Departure,1,0.0
2218,8,Departure,1,-6.0
2219,8,Departure,2,0.0
2220,8,Departure,1,9.0
2221,8,Departure,1,-5.0
2222,8,Departure,1,4.0
2223,8,Departure,1,14.0
2224,8,Departure,1,-8.0
2225,8,Departure,1,5.0
2226,8,Departure,1,3.0
2227,8,Departure,2,14.0
2228,9,Departure,2,-4.0
2229,9,Departure,2,113.0
2230,9,Departure,1,5.0
2231,9,Departure,1,-2.0
2232,9,Departure,1,-3.0
2233,9,Departure,1,15.0
2234,9,Departure,2,27.0
2235,9,Departure,2,23.0
2236,9,Departure,2,0.0
2237,9,Departure,1,0.0
2238,9,Departure,2,100.0
2239,9,Departure,1,-5.0
2240,9,Departure,1,-2.0
2241,9,Departure,2,23.0
2242,9,Departure,1,9.0
2243,9,Departure,1,-5.0
2244,9,Departure,1,32.0
2245,9,Departure,1,7.0
2246,9,Departure,1,3.0
2247,9,Departure,1,0.0
2248,9,Departure,1,50.0
2249,9,Departure,1,7.0
2250,9,Departure,1,0.0
2251,9,Departure,1,19.0
2252,9,Departure,1,13.0
2253,9,Departure,1,16.0
2254,10,Departure,2,29.0
2255,10,Departure,1,7.0
2256,10,Departure,1,27.0
2257,10,Departure,2,-3.0
2258,10,Departure,1,11.0
2259,10,Departure,1,-7.0
2260,10,Departure,1,9.0
2261,10,Departure,1,26.0
2262,10,Departure,1,10.0
2263,10,Departure,2,30.0
2264,10,Departure,2,64.0
2265,10,Departure,2,24.0
2266,10,Departure,1,-1.0
2267,10,Departure,1,-3.0
2268,10,Departure,1,11.0
2269,10,Departure,2,-2.0
2270,10,Departure,1,69.0
2271,10,Departure,2,-5.0
2272,10,Departure,1,11.0
2273,10,Departure,1,4.0
2274,10,Departure,1,50.0
2275,10,Departure,2,30.0
2276,10,Departure,1,4.0
2277,10,Departure,2,9.0
2278,10,Departure,2,10.0
2279,10,Departure,2,80.0
2280,11,Departure,1,-9.0
2281,11,Departure,1,1.0
2282,11,Departure,1,5.0
2283,11,Departure,2,43.0
2284,11,Departure,1,27.0
2285,11,Departure,1,19.0
2286,11,Departure,2,-2.0
2287,11,Departure,1,1.0
2288,11,Departure,1,5.0
2289,11,Departure,2,32.0
2290,11,Departure,1,-11.0
2291,11,Departure,1,-2.0
2292,11,Departure,2,-14.0
2293,11,Departure,1,14.0
2294,11,Departure,2,12.0
2295,11,Departure,1,5.0
2296,11,Departure,2,0.0
2297,11,Departure,2,-5.0
2298,11,Departure,2,0.0
2299,11,Departure,1,47.0
2300,11,Departure,1,26.0
2301,11,Departure,2,26.0
2302,11,Departure,1,6.0
2303,11,Departure,1,37.0
2304,11,Departure,1,0.0
2305,11,Departure,1,1.0
2306,11,Departure,1,1.0
2307,11,Departure,2,5.0
2308,11,Departure,1,15.0
2309,11,Departure,1,-1.0
2310,11,Departure,1,3.0
2311,12,Departure,1,7.0
2312,12,Departure,1,-3.0
2313,12,Departure,1,3.0
2314,12,Departure,1,-10.0
2315,12,Departure,1,-7.0
2316,12,Departure,1,20.0
2317,12,Departure,1,3.0
2318,12,Departure,2,-6.0
2319,12,Departure,1,0.0
2320,12,Departure,1,24.0
2321,12,Departure,1,-3.0
2322,12,Departure,2,7.0
2323,12,Departure,2,-14.0
2324,12,Departure,1,294.0
2325,12,Departure,2,22.0
2326,12,Departure,1,6.0
2327,12,Departure,1,53.0
2328,12,Departure,1,-3.0
2329,12,Departure,1,5.0
2330,13,Departure,1,42.0
2331,13,Departure,2,15.0
2332,13,Departure,1,16.0
2333,13,Departure,2,114.0
2334,13,Departure,2,35.0
2335,13,Departure,2,-3.0
2336,13,Departure,1,-11.0
2337,13,Departure,2,154.0
2338,13,Departure,1,30.0
2339,13,Departure,1,-5.0
2340,13,Departure,2,-3.0
2341,13,Departure,1,3.0
2342,13,Departure,2,3.0
2343,13,Departure,2,38.0
2344,13,Departure,1,-5.0
2345,13,Departure,1,31.0
2346,13,Departure,1,-2.0
2347,13,Departure,2,0.0
2348,13,Departure,2,20.0
2349,14,Departure,1,1.0
2350,14,Departure,1,13.0
2351,14,Departure,2,60.0
2352,14,Departure,2,2.0
2353,14,Departure,1,12.0
2354,14,Departure,1,0.0
2355,14,Departure,1,-1.0
2356,14,Departure,1,9.0
2357,14,Departure,1,0.0
2358,14,Departure,1,22.0
2359,14,Departure,1,8.0
2360,14,Departure,1,38.0
2361,14,Departure,2,1.0
2362,14,Departure,2,50.0
2363,14,Departure,1,42.0
2364,14,Departure,2,0.0
2365,14,Departure,1,-3.0
2366,14,Departure,1,-2.0
2367,15,Departure,1,-1.0
2368,15,Departure,1,13.0
2369,15,Departure,1,25.0
2370,15,Departure,1,63.0
2371,15,Departure,1,15.0
2372,15,Departure,2,33.0
2373,15,Departure,1,15.0
2374,15,Departure,1,0.0
2375,15,Departure,1,41.0
2376,15,Departure,2,0.0
2377,15,Departure,1,44.0
2378,15,Departure,1,49.0
2379,15,Departure,1,-1.0
2380,15,Departure,1,58.0
2381,15,Departure,2,-3.0
2382,15,Departure,1,22.0
2383,15,Departure,1,28.0
2384,15,Departure,1,8.0
2385,15,Departure,1,0.0
2386,15,Departure,2,70.0
2387,15,Departure,1,28.0
2388,16,Departure,2,0.0
2389,16,Departure,2,17.0
2390,16,Departure,1,0.0
2391,16,Departure,2,18.0
2392,16,Departure,1,-1.0
2393,16,Departure,1,-1.0
2394,16,Departure,1,-3.0
2395,16,Departure,2,27.0
2396,16,Departure,1,-1.0
2397,16,Departure,2,38.0
2398,16,Departure,2,-6.0
2399,16,Departure,1,5.0
2400,16,Departure,1,3.0
2401,16,Departure,1,-4.0
2402,16,Departure,2,14.0
2403,16,Departure,1,2.0
2404,16,Departure,1,0.0
2405,16,Departure,1,34.0
2406,16,Departure,2,4.0
2407,16,Departure,2,55.0
2408,16,Departure,1,0.0
2409,17,Departure,1,-4.0
2410,17,Departure,1,-6.0
2411,17,Departure,1,2.0
2412,17,Departure,1,40.0
2413,17,Departure,1,-6.0
2414,17,Departure,1,4.0
2415,17,Departure,1,-13.0
2416,17,Departure,1,4.0
2417,17,Departure,2,27.0
2418,17,Departure,2,130.0
2419,17,Departure,1,4.0
2420,17,Departure,1,-4.0
2421,17,Departure,1,38.0
2422,17,Departure,1,-9.0
2423,17,Departure,1,71.0
2424,17,Departure,1,28.0
2425,17,Departure,1,42.0
2426,18,Departure,1,1.0
2427,18,Departure,2,-7.0
2428,18,Departure,1,21.0
2429,18,Departure,2,176.0
2430,18,Departure,2,0.0
2431,18,Departure,1,7.0
2432,18,Departure,1,-6.0
2433,18,Departure,1,4.0
2434,18,Departure,1,-5.0
2435,18,Departure,1,0.0
2436,18,Departure,1,43.0
2437,18,Departure,1,12.0
2438,18,Departure,2,9.0
2439,18,Departure,1,46.0
2440,18,Departure,1,23.0
2441,18,Departure,1,-1.0
2442,18,Departure,1,26.0
2443,18,Departure,2,-4.0
2444,18,Departure,2,16.0
2445,18,Departure,1,15.0
2446,18,Departure,1,2.0
2447,18,Departure,1,27.0
2448,18,Departure,1,53.0
2449,18,Departure,1,-2.0
2450,18,Departure,1,34.0
2451,18,Departure,1,1.0
2452,19,Departure,1,3.0
2453,19,Departure,1,10.0
2454,19,Departure,1,16.0
2455,19,Departure,2,-5.0
2456,19,Departure,1,-5.0
2457,19,Departure,2,-1.0
2458,19,Departure,1,29.0
2459,19,Departure,1,6.0
2460,19,Departure,1,3.0
2461,19,Departure,1,-1.0
2462,19,Departure,2,32.0
2463,19,Departure,1,18.0
2464,19,Departure,1,-2.0
2465,19,Departure,1,5.0
2466,19,Departure,1,-6.0
2467,19,Departure,2,29.0
2468,19,Departure,1,-5.0
2469,19,Departure,2,67.0
2470,19,Departure,2,0.0
2471,19,Departure,2,17.0
2472,19,Departure,1,29.0
2473,19,Departure,2,81.0
2474,19,Departure,1,1.0
2475,19,Departure,1,-1.0
2476,19,Departure,2,32.0
2477,19,Departure,1,65.0
2478,20,Departure,2,22.0
2479,20,Departure,1,28.0
2480,20,Departure,2,34.0
2481,20,Departure,2,135.0
2482,20,Departure,2,75.0
2483,20,Departure,2,8.0
2484,20,Departure,2,38.0
2485,20,Departure,1,-11.0
2486,20,Departure,1,-4.0
2487,20,Departure,1,14.0
2488,20,Departure,1,-4.0
2489,20,Departure,1,1.0
2490,20,Departure,1,-10.0
2491,20,Departure,1,38.0
2492,20,Departure,2,49.0
2493,20,Departure,2,-1.0
2494,20,Departure,1,4.0
2495,20,Departure,1,1.0
2496,20,Departure,2,49.0
2497,20,Departure,1,-2.0
2498,20,Departure,2,14.0
2499,20,Departure,2,-2.0
2500,20,Departure,2,27.0
2501,20,Departure,1,7.0
2502,21,Departure,1,-2.0
2503,21,Departure,1,0.0
2504,21,Departure,2,40.0
2505,21,Departure,1,53.0
2506,21,Departure,1,-6.0
2507,21,Departure,1,-6.0
2508,21,Departure,1,63.0
2509,21,Departure,2,-5.0
2510,21,Departure,1,-10.0
2511,21,Departure,1,-6.0
2512,21,Departure,1,0.0
2513,21,Departure,2,22.0
2514,21,Departure,2,57.0
2515,21,Departure,2,30.0
2516,22,Departure,1,-15.0
2517,22,Departure,1,11.0
2518,22,Departure,1,-10.0
2519,22,Departure,1,50.0
2520,23,Departure,1,53.0
2521,23,Departure,1,-9.0
2522,0,Arrival,1,-26.0
2523,0,Arrival,1,4.0
2524,0,Arrival,1,-1.0
2525,1,Arrival,1,40.0
2526,1,Arrival,1,-14.0
2527,5,Arrival,1,-2.0
2528,6,Arrival,1,15.0
2529,6,Arrival,1,3.0
2530,7,Arrival,1,-30.0
2531,7,Arrival,1,7.0
2532,7,Arrival,1,9.0
2533,7,Arrival,1,16.0
2534,7,Arrival,1,-10.0
2535,8,Arrival,1,-1.0
2536,8,Arrival,1,-10.0
2537,8,Arrival,1,-1.0
2538,8,Arrival,1,-13.0
2539,8,Arrival,1,-6.0
2540,8,Arrival,1,-3.0
2541,8,Arrival,2,-6.0
2542,8,Arrival,1,-9.0
2543,8,Arrival,1,-13.0
2544,8,Arrival,2,2.0
2545,8,Arrival,1,-5.0
2546,8,Arrival,1,1.0
2547,8,Arrival,1,-10.0
2548,8,Arrival,1,-13.0
2549,8,Arrival,2,-13.0
2550,8,Arrival,2,-1.0
2551,8,Arrival,2,81.0
2552,8,Arrival,1,5.0
2553,8,Arrival,1,-5.0
2554,8,Arrival,1,28.0
2555,8,Arrival,1,1.0
2556,8,Arrival,2,-10.0
2557,8,Arrival,1,3.0
2558,8,Arrival,2,-5.0
2559,8,Arrival,1,0.0
2560,8,Arrival,1,12.0
2561,8,Arrival,1,-6.0
2562,9,Arrival,1,8.0
2563,9,Arrival,1,-3.0
2564,9,Arrival,1,-2.0
2565,9,Arrival,2,17.0
2566,9,Arrival,1,6.0
2567,9,Arrival,2,8.0
2568,9,Arrival,2,-4.0
2569,9,Arrival,1,-4.0
2570,9,Arrival,1,13.0
2571,9,Arrival,1,-25.0
2572,9,Arrival,1,20.0
2573,9,Arrival,2,-22.0
2574,9,Arrival,1,-2.0
2575,9,Arrival,1,7.0
2576,9,Arrival,1,-3.0
2577,9,Arrival,1,-6.0
2578,9,Arrival,1,1.0
2579,9,Arrival,1,-8.0
2580,9,Arrival,2,14.0
2581,9,Arrival,2,18.0
2582,9,Arrival,1,2.0
2583,9,Arrival,1,-10.0
2584,9,Arrival,1,-2.0
2585,10,Arrival,2,-6.0
2586,10,Arrival,2,-16.0
2587,10,Arrival,1,-2.0
2588,10,Arrival,1,-34.0
2589,10,Arrival,2,20.0
2590,10,Arrival,1,-51.0
2591,10,Arrival,2,191.0
2592,10,Arrival,2,83.0
2593,10,Arrival,2,14.0
2594,10,Arrival,1,0.0
2595,10,Arrival,1,-20.0
2596,10,Arrival,2,13.0
2597,10,Arrival,1,-1.0
2598,10,Arrival,1,6.0
2599,10,Arrival,1,21.0
2600,10,Arrival,1,-1.0
2601,10,Arrival,1,-12.0
2602,10,Arrival,1,7.0
2603,10,Arrival,2,-6.0
2604,10,Arrival,1,-19.0
2605,10,Arrival,2,19.0
2606,10,Arrival,1,32.0
2607,10,Arrival,1,9.0
2608,10,Arrival,2,7.0
2609,10,Arrival,1,-8.0
2610,10,Arrival,2,-14.0
2611,10,Arrival,1,10.0
2612,10,Arrival,2,26.0
2613,10,Arrival,2,-4.0
2614,11,Arrival,1,-19.0
2615,11,Arrival,2,-16.0
2616,11,Arrival,1,-5.0
2617,11,Arrival,2,27.0
2618,11,Arrival,1,-10.0
2619,11,Arrival,1,-1.0
2620,11,Arrival,1,7.0
2621,11,Arrival,1,68.0
2622,11,Arrival,2,-13.0
2623,11,Arrival,1,-10.0
2624,11,Arrival,1,-11.0
2625,11,Arrival,2,3.0
2626,11,Arrival,1,31.0
2627,11,Arrival,1,-18.0
2628,11,Arrival,2,29.0
2629,11,Arrival,1,17.0
2630,11,Arrival,2,-4.0
2631,11,Arrival,1,87.0
2632,11,Arrival,1,-20.0
2633,11,Arrival,1,2.0
2634,11,Arrival,1,-8.0
2635,11,Arrival,2,-19.0
2636,12,Arrival,1,12.0
2637,12,Arrival,2,-17.0
2638,12,Arrival,1,41.0
2639,12,Arrival,2,-24.0
2640,12,Arrival,1,-20.0
2641,12,Arrival,1,8.0
2642,12,Arrival,2,-2.0
2643,12,Arrival,2,42.0
2644,12,Arrival,1,58.0
2645,12,Arrival,1,60.0
2646,12,Arrival,2,108.0
2647,12,Arrival,2,-13.0
2648,12,Arrival,2,-5.0
2649,12,Arrival,1,52.0
2650,12,Arrival,2,51.0
2651,12,Arrival,1,28.0
2652,12,Arrival,2,52.0
2653,12,Arrival,1,-4.0
2654,12,Arrival,1,-7.0
2655,12,Arrival,1,18.0
2656,12,Arrival,1,-6.0
2657,12,Arrival,2,14.0
2658,13,Arrival,1,6.0
2659,13,Arrival,1,3.0
2660,13,Arrival,2,-11.0
2661,13,Arrival,1,15.0
2662,13,Arrival,1,22.0
2663,13,Arrival,1,5.0
2664,13,Arrival,1,-47.0
2665,13,Arrival,1,-5.0
2666,13,Arrival,2,-3.0
2667,13,Arrival,2,62.0
2668,13,Arrival,1,20.0
2669,13,Arrival,1,3.0
2670,13,Arrival,2,-7.0
2671,13,Arrival,2,-6.0
2672,14,Arrival,1,-12.0
2673,14,Arrival,1,17.0
2674,14,Arrival,1,40.0
2675,14,Arrival,1,-4.0
2676,14,Arrival,2,5.0
2677,14,Arrival,1,85.0
2678,14,Arrival,2,95.0
2679,14,Arrival,2,-6.0
2680,14,Arrival,1,2.0
2681,14,Arrival,1,-4.0
2682,14,Arrival,1,-1.0
2683,14,Arrival,1,-10.0
2684,14,Arrival,2,12.0
2685,14,Arrival,1,9.0
2686,14,Arrival,1,-4.0
2687,14,Arrival,1,3.0
2688,14,Arrival,1,12.0
2689,14,Arrival,1,-7.0
2690,14,Arrival,1,-21.0
2691,14,Arrival,1,24.0
2692,14,Arrival,2,-19.0
