,Time block,Operation,Terminal,Delay
935,8,Departure,1,-5.0
936,8,Departure,1,-11.0
937,8,Departure,1,39.0
938,8,Departure,1,-5.0
939,8,Departure,1,-2.0
940,8,Departure,1,-3.0
941,8,Departure,1,-4.0
942,8,Departure,2,2.0
943,9,Departure,2,5.0
944,9,Departure,1,25.0
945,9,Departure,1,2.0
946,9,Departure,1,-5.0
947,9,Departure,2,3.0
948,9,Departure,1,1.0
949,9,Departure,2,10.0
950,9,Departure,1,-2.0
951,9,Departure,2,25.0
952,9,Departure,1,-1.0
953,9,Departure,1,-4.0
954,9,Departure,2,2.0
955,9,Departure,1,-13.0
956,9,Departure,1,-4.0
957,9,Departure,1,1.0
958,9,Departure,1,71.0
959,9,Departure,2,2.0
960,9,Departure,2,50.0
961,9,Departure,1,-4.0
962,9,Departure,1,5.0
963,9,Departure,1,68.0
964,9,Departure,1,0.0
965,9,Departure,1,1.0
966,10,Departure,1,99.0
967,10,Departure,1,-8.0
968,10,Departure,2,0.0
969,10,Departure,1,11.0
970,10,Departure,1,-5.0
971,10,Departure,1,0.0
972,10,Departure,1,8.0
973,10,Departure,1,3.0
974,10,Departure,2,86.0
975,10,Departure,2,-4.0
976,10,Departure,2,6.0
977,10,Departure,1,15.0
978,10,Departure,1,21.0
979,10,Departure,2,-13.0
980,10,Departure,2,-8.0
981,10,Departure,1,10.0
982,10,Departure,1,-5.0
983,10,Departure,2,34.0
984,10,Departure,2,5.0
985,10,Departure,2,1.0
986,10,Departure,2,27.0
987,10,Departure,2,28.0
988,10,Departure,1,-3.0
989,11,Departure,1,65.0
990,11,Departure,1,33.0
991,11,Departure,1,20.0
992,11,Departure,2,-8.0
993,11,Departure,1,7.0
994,11,Departure,1,-3.0
995,11,Departure,1,-1.0
996,11,Departure,1,-2.0
997,11,Departure,1,-2.0
998,11,Departure,2,-6.0
999,11,Departure,1,11.0
1000,11,Departure,1,-2.0
1001,11,Departure,2,0.0
1002,11,Departure,2,5.0
1003,11,Departure,1,23.0
1004,11,Departure,2,18.0
1005,11,Departure,1,3.0
1006,11,Departure,2,0.0
1007,11,Departure,1,58.0
1008,11,Departure,1,-4.0
1009,11,Departure,1,-5.0
1010,11,Departure,1,17.0
1011,11,Departure,1,13.0
1012,11,Departure,1,1.0
1013,11,Departure,1,0.0
1014,12,Departure,1,63.0
1015,12,Departure,1,10.0
1016,12,Departure,1,20.0
1017,12,Departure,1,16.0
1018,12,Departure,1,0.0
1019,12,Departure,1,-6.0
1020,12,Departure,1,-4.0
1021,12,Departure,1,-18.0
1022,12,Departure,1,-2.0
1023,12,Departure,2,2.0
1024,12,Departure,1,42.0
1025,12,Departure,1,-5.0
1026,12,Departure,2,5.0
1027,12,Departure,1,-5.0
1028,12,Departure,1,14.0
1029,12,Departure,1,-1.0
1030,13,Departure,1,-3.0
1031,13,Departure,1,32.0
1032,13,Departure,2,-2.0
1033,13,Departure,2,-4.0
1034,13,Departure,1,1.0
1035,13,Departure,2,0.0
1036,13,Departure,1,0.0
1037,13,Departure,1,52.0
1038,13,Departure,2,5.0
1039,13,Departure,1,17.0
1040,13,Departure,1,-11.0
1041,13,Departure,2,4.0
1042,13,Departure,2,0.0
1043,14,Departure,1,77.0
1044,14,Departure,1,30.0
1045,14,Departure,1,1.0
1046,14,Departure,1,7.0
1047,14,Departure,1,4.0
1048,14,Departure,1,-10.0
1049,14,Departure,1,-5.0
1050,14,Departure,1,-4.0
1051,14,Departure,2,23.0
1052,14,Departure,2,4.0
1053,14,Departure,1,23.0
1054,14,Departure,2,0.0
1055,14,Departure,1,19.0
1056,15,Departure,1,13.0
1057,15,Departure,2,2.0
1058,15,Departure,1,-11.0
1059,15,Departure,1,14.0
1060,15,Departure,1,19.0
1061,15,Departure,2,26.0
1062,15,Departure,1,55.0
1063,15,Departure,1,-3.0
1064,15,Departure,1,0.0
1065,15,Departure,1,2.0
1066,15,Departure,1,-4.0
1067,15,Departure,1,-5.0
1068,15,Departure,1,2.0
1069,15,Departure,1,-8.0
1070,15,Departure,2,119.0
1071,15,Departure,1,-4.0
1072,15,Departure,1,7.0
1073,16,Departure,1,0.0
1074,16,Departure,2,0.0
1075,16,Departure,1,-12.0
1076,16,Departure,1,0.0
1077,16,Departure,2,-2.0
1078,16,Departure,1,-5.0
1079,16,Departure,2,5.0
1080,16,Departure,1,-5.0
1081,16,Departure,2,11.0
1082,16,Departure,2,-6.0
1083,16,Departure,1,5.0
1084,16,Departure,1,5.0
1085,16,Departure,1,-2.0
1086,16,Departure,1,0.0
1087,16,Departure,1,2.0
1088,16,Departure,2,5.0
1089,16,Departure,1,-4.0
1090,16,Departure,2,0.0
1091,16,Departure,1,-1.0
1092,17,Departure,1,-5.0
1093,17,Departure,1,-15.0
1094,17,Departure,1,-6.0
1095,17,Departure,1,0.0
1096,17,Departure,1,-3.0
1097,17,Departure,1,11.0
1098,17,Departure,1,6.0
1099,17,Departure,1,-11.0
1100,17,Departure,2,-3.0
1101,17,Departure,1,1.0
1102,17,Departure,1,5.0
1103,17,Departure,1,11.0
1104,17,Departure,2,-4.0
1105,17,Departure,1,-3.0
1106,17,Departure,1,-8.0
1107,17,Departure,1,5.0
1108,17,Departure,1,105.0
1109,17,Departure,1,-4.0
1110,17,Departure,1,23.0
1111,17,Departure,1,-5.0
1112,18,Departure,1,-6.0
1113,18,Departure,2,16.0
1114,18,Departure,2,18.0
1115,18,Departure,2,27.0
1116,18,Departure,1,-4.0
1117,18,Departure,1,-3.0
1118,18,Departure,1,-1.0
1119,18,Departure,1,-4.0
1120,18,Departure,1,3.0
1121,18,Departure,2,16.0
1122,18,Departure,1,-4.0
1123,18,Departure,1,-3.0
1124,18,Departure,1,1.0
1125,18,Departure,2,-10.0
1126,18,Departure,2,19.0
1127,18,Departure,1,14.0
1128,18,Departure,1,9.0
1129,18,Departure,1,-2.0
1130,18,Departure,1,-1.0
1131,18,Departure,1,1.0
1132,18,Departure,1,-1.0
1133,19,Departure,1,17.0
1134,19,Departure,1,23.0
1135,19,Departure,1,8.0
1136,19,Departure,1,-7.0
1137,19,Departure,1,-1.0
1138,19,Departure,1,4.0
1139,19,Departure,2,-4.0
1140,19,Departure,1,8.0
1141,19,Departure,2,15.0
1142,19,Departure,1,32.0
1143,19,Departure,1,-3.0
1144,19,Departure,2,-3.0
1145,19,Departure,1,1.0
1146,19,Departure,2,-3.0
1147,19,Departure,2,13.0
1148,19,Departure,1,6.0
1149,19,Departure,1,-7.0
1150,19,Departure,2,0.0
1151,19,Departure,1,19.0
1152,20,Departure,1,-3.0
1153,20,Departure,2,-7.0
1154,20,Departure,1,0.0
1155,20,Departure,1,1.0
1156,20,Departure,1,-7.0
1157,20,Departure,2,-2.0
1158,20,Departure,1,3.0
1159,20,Departure,1,-7.0
1160,20,Departure,1,20.0
1161,20,Departure,2,77.0
1162,20,Departure,1,-1.0
1163,20,Departure,2,2.0
1164,20,Departure,2,-4.0
1165,20,Departure,2,21.0
1166,20,Departure,1,12.0
1167,21,Departure,1,-5.0
1168,21,Departure,1,-2.0
1169,21,Departure,2,25.0
1170,21,Departure,1,-4.0
1171,21,Departure,2,9.0
1172,21,Departure,1,-11.0
1173,21,Departure,1,-7.0
1174,21,Departure,1,17.0
1175,21,Departure,2,-10.0
1176,21,Departure,2,9.0
1177,21,Departure,1,4.0
1178,21,Departure,1,-11.0
1179,21,Departure,1,2.0
1180,21,Departure,2,19.0
1181,21,Departure,2,9.0
1182,21,Departure,2,-2.0
1183,21,Departure,2,48.0
1184,22,Departure,1,-2.0
1185,22,Departure,1,68.0
1186,22,Departure,1,-9.0
1187,22,Departure,2,53.0
1188,23,Departure,1,13.0
1189,23,Departure,1,-13.0
1190,0,Arrival,1,-6.0
1191,0,Arrival,1,2.0
1192,0,Arrival,1,13.0
1193,0,Arrival,1,18.0
1194,0,Arrival,2,-8.0
1195,0,Arrival,2,-3.0
1196,0,Arrival,1,-8.0
1197,0,Arrival,1,-8.0
1198,1,Arrival,1,7.0
1199,1,Arrival,1,-20.0
1200,1,Arrival,1,-18.0
1201,5,Arrival,1,2.0
1202,6,Arrival,1,12.0
1203,6,Arrival,1,-16.0
1204,7,Arrival,1,-10.0
1205,7,Arrival,2,-9.0
1206,7,Arrival,1,0.0
1207,7,Arrival,1,-11.0
1208,7,Arrival,1,-13.0
1209,8,Arrival,1,-23.0
1210,8,Arrival,1,21.0
1211,8,Arrival,1,-14.0
1212,8,Arrival,1,-11.0
1213,8,Arrival,1,3.0
1214,8,Arrival,1,0.0
1215,8,Arrival,2,-28.0
1216,8,Arrival,1,-6.0
1217,8,Arrival,1,3.0
1218,8,Arrival,1,1.0
1219,8,Arrival,1,-12.0
1220,8,Arrival,1,-4.0
1221,8,Arrival,2,-6.0
1222,8,Arrival,2,-16.0
1223,8,Arrival,1,4.0
1224,8,Arrival,1,-9.0
1225,8,Arrival,1,-22.0
1226,8,Arrival,1,-24.0
1227,8,Arrival,2,3.0
1228,8,Arrival,1,48.0
1229,8,Arrival,2,-13.0
1230,8,Arrival,2,2.0
1231,8,Arrival,2,-21.0
1232,8,Arrival,1,119.0
1233,9,Arrival,1,76.0
1234,9,Arrival,1,59.0
1235,9,Arrival,1,-4.0
1236,9,Arrival,1,-19.0
1237,9,Arrival,2,8.0
1238,9,Arrival,1,46.0
1239,9,Arrival,1,-12.0
1240,9,Arrival,1,-1.0
1241,9,Arrival,2,-23.0
1242,9,Arrival,1,-22.0
1243,9,Arrival,1,5.0
1244,9,Arrival,1,-1.0
1245,9,Arrival,2,-29.0
1246,9,Arrival,1,2.0
1247,9,Arrival,1,8.0
1248,9,Arrival,1,-10.0
1249,9,Arrival,2,2.0
1250,9,Arrival,2,47.0
1251,9,Arrival,1,38.0
1252,9,Arrival,1,-10.0
1253,10,Arrival,2,-15.0
1254,10,Arrival,2,-12.0
1255,10,Arrival,1,-12.0
1256,10,Arrival,2,13.0
1257,10,Arrival,1,-23.0
1258,10,Arrival,2,16.0
1259,10,Arrival,1,13.0
1260,10,Arrival,2,-11.0
1261,10,Arrival,2,29.0
1262,10,Arrival,1,-9.0
1263,10,Arrival,1,-14.0
1264,10,Arrival,2,-8.0
1265,10,Arrival,1,105.0
1266,10,Arrival,1,-23.0
1267,10,Arrival,1,7.0
1268,10,Arrival,1,-15.0
1269,10,Arrival,1,4.0
1270,10,Arrival,1,-7.0
1271,10,Arrival,1,-3.0
1272,10,Arrival,2,-17.0
1273,10,Arrival,1,20.0
1274,10,Arrival,1,97.0
1275,10,Arrival,2,5.0
1276,10,Arrival,2,-3.0
1277,10,Arrival,1,-14.0
1278,10,Arrival,2,-11.0
1279,10,Arrival,1,-12.0
1280,10,Arrival,2,1.0
1281,11,Arrival,1,-12.0
1282,11,Arrival,2,-13.0
1283,11,Arrival,1,75.0
1284,11,Arrival,1,8.0
1285,11,Arrival,1,-7.0
1286,11,Arrival,1,-12.0
1287,11,Arrival,1,-11.0
1288,11,Arrival,1,93.0
1289,11,Arrival,1,-18.0
1290,11,Arrival,1,-4.0
1291,11,Arrival,1,24.0
1292,11,Arrival,2,7.0
1293,11,Arrival,2,26.0
1294,11,Arrival,1,-17.0
1295,11,Arrival,1,19.0
1296,11,Arrival,1,-2.0
1297,11,Arrival,1,40.0
1298,11,Arrival,1,70.0
1299,11,Arrival,1,-11.0
1300,11,Arrival,1,20.0
1301,11,Arrival,1,-20.0
1302,11,Arrival,2,-12.0
1303,12,Arrival,1,9.0
1304,12,Arrival,2,-6.0
1305,12,Arrival,1,-15.0
1306,12,Arrival,2,-1.0
1307,12,Arrival,1,7.0
1308,12,Arrival,1,4.0
1309,12,Arrival,2,64.0
1310,12,Arrival,1,74.0
1311,12,Arrival,1,44.0
1312,12,Arrival,1,26.0
1313,12,Arrival,2,51.0
1314,12,Arrival,1,7.0
1315,12,Arrival,2,-9.0
1316,12,Arrival,1,0.0
1317,12,Arrival,1,-40.0
1318,12,Arrival,1,7.0
1319,12,Arrival,1,12.0
1320,12,Arrival,2,12.0
1321,13,Arrival,1,17.0
1322,13,Arrival,1,17.0
1323,13,Arrival,1,-9.0
1324,13,Arrival,1,13.0
1325,13,Arrival,1,-5.0
1326,13,Arrival,1,1.0
1327,13,Arrival,1,10.0
1328,13,Arrival,1,0.0
1329,13,Arrival,2,1.0
1330,13,Arrival,2,-1.0
1331,14,Arrival,1,-18.0
1332,14,Arrival,1,8.0
1333,14,Arrival,1,18.0
1334,14,Arrival,1,18.0
1335,14,Arrival,1,6.0
1336,14,Arrival,2,5.0
1337,14,Arrival,2,23.0
1338,14,Arrival,2,-6.0
1339,14,Arrival,1,-11.0
1340,14,Arrival,1,-5.0
1341,14,Arrival,1,5.0
1342,14,Arrival,2,-10.0
1343,14,Arrival,1,-10.0
1344,14,Arrival,1,-9.0
1345,14,Arrival,2,9.0
1346,14,Arrival,1,47.0
1347,14,Arrival,1,-12.0
1348,14,Arrival,1,-10.0
1349,14,Arrival,1,0.0
1350,15,Arrival,2,-28.0
1351,15,Arrival,1,-20.0
1352,15,Arrival,2,1.0
1353,15,Arrival,1,-2.0
1354,15,Arrival,2,90.0
1355,15,Arrival,1,0.0
1356,15,Arrival,1,45.0
1357,15,Arrival,1,-3.0
1358,15,Arrival,2,37.0
1359,15,Arrival,1,15.0
1360,15,Arrival,1,-7.0
1361,15,Arrival,2,5.0
1362,15,Arrival,1,7.0
1363,15,Arrival,1,-7.0
1364,15,Arrival,2,-5.0
1365,15,Arrival,1,-17.0
1366,15,Arrival,2,-14.0
1367,16,Arrival,1,34.0
1368,16,Arrival,2,-8.0
1369,16,Arrival,1,-26.0
1370,16,Arrival,1,8.0
1371,16,Arrival,1,1.0
1372,16,Arrival,2,3.0
1373,16,Arrival,1,17.0
1374,16,Arrival,1,-11.0
1375,16,Arrival,1,-10.0
1376,16,Arrival,1,10.0
1377,16,Arrival,1,-17.0
1378,16,Arrival,1,-10.0
1379,16,Arrival,1,-6.0
1380,16,Arrival,2,10.0
1381,16,Arrival,2,-19.0
1382,17,Arrival,1,-11.0
1383,17,Arrival,1,15.0
1384,17,Arrival,1,-2.0
1385,17,Arrival,1,-7.0
1386,17,Arrival,1,-29.0
1387,17,Arrival,1,-4.0
1388,17,Arrival,2,26.0
1389,17,Arrival,2,8.0
1390,17,Arrival,2,-10.0
1391,17,Arrival,2,30.0
1392,17,Arrival,1,8.0
1393,17,Arrival,1,-22.0
1394,17,Arrival,1,11.0
1395,17,Arrival,1,-5.0
1396,17,Arrival,1,39.0
1397,17,Arrival,1,22.0
1398,17,Arrival,1,-3.0
1399,17,Arrival,2,-11.0
1400,17,Arrival,1,-7.0
1401,18,Arrival,1,-21.0
1402,18,Arrival,1,-12.0
1403,18,Arrival,1,11.0
1404,18,Arrival,1,4.0
1405,18,Arrival,2,22.0
1406,18,Arrival,1,51.0
1407,18,Arrival,1,-7.0
1408,18,Arrival,1,-20.0
1409,18,Arrival,1,45.0
1410,18,Arrival,2,-24.0
1411,18,Arrival,1,-2.0
1412,18,Arrival,1,-4.0
1413,18,Arrival,1,-22.0
1414,18,Arrival,1,0.0
1415,19,Arrival,1,-24.0
1416,19,Arrival,1,-15.0
1417,19,Arrival,2,15.0
1418,19,Arrival,2,-15.0
1419,19,Arrival,1,0.0
1420,19,Arrival,1,-8.0
1421,19,Arrival,2,-10.0
1422,19,Arrival,1,-3.0
1423,19,Arrival,1,-6.0
1424,19,Arrival,2,-2.0
1425,19,Arrival,1,-12.0
1426,19,Arrival,1,-8.0
1427,19,Arrival,1,-13.0
1428,19,Arrival,1,-26.0
1429,19,Arrival,2,-20.0
1430,19,Arrival,1,3.0
1431,19,Arrival,1,-5.0
1432,19,Arrival,1,-9.0
1433,19,Arrival,2,-13.0
1434,19,Arrival,1,-5.0
1435,19,Arrival,1,-15.0
1436,19,Arrival,2,5.0
1437,20,Arrival,2,-22.0
1438,20,Arrival,1,7.0
1439,20,Arrival,1,1.0
1440,20,Arrival,2,-9.0
1441,20,Arrival,1,-1.0
1442,20,Arrival,1,-4.0
1443,20,Arrival,1,-1.0
1444,20,Arrival,1,-25.0
1445,20,Arrival,1,-13.0
1446,20,Arrival,1,-3.0
1447,20,Arrival,2,15.0
1448,20,Arrival,1,-19.0
1449,20,Arrival,2,10.0
1450,20,Arrival,1,-15.0
1451,20,Arrival,1,-24.0
1452,20,Arrival,1,-2.0
1453,21,Arrival,1,5.0
1454,21,Arrival,1,-20.0
1455,21,Arrival,2,-19.0
1456,21,Arrival,2,-25.0
1457,21,Arrival,1,-9.0
1458,21,Arrival,1,-10.0
1459,21,Arrival,2,-8.0
1460,21,Arrival,2,-34.0
1461,21,Arrival,1,-14.0
1462,21,Arrival,2,-5.0
1463,21,Arrival,1,21.0
1464,21,Arrival,2,-10.0
1465,21,Arrival,2,3.0
1466,21,Arrival,1,-10.0
1467,21,Arrival,2,-23.0
1468,21,Arrival,1,-1.0
1469,21,Arrival,1,-2.0
1470,21,Arrival,1,34.0
1471,22,Arrival,1,30.0
1472,22,Arrival,1,-12.0
1473,22,Arrival,1,-19.0
1474,22,Arrival,2,-8.0
1475,22,Arrival,1,-36.0
1476,22,Arrival,1,21.0
1477,22,Arrival,1,-3.0
1478,22,Arrival,1,-32.0
1479,22,Arrival,2,-5.0
1480,22,Arrival,1,3.0
1481,22,Arrival,1,-3.0
1482,22,Arrival,1,-3.0
1483,22,Arrival,2,34.0
1484,22,Arrival,1,27.0
1485,23,Arrival,1,9.0
1486,23,Arrival,1,-6.0
1487,23,Arrival,2,54.0
1488,23,Arrival,2,3.0
1489,23,Arrival,1,-20.0
1490,23,Arrival,1,11.0
1491,23,Arrival,2,18.0
1492,23,Arrival,2,20.0
1493,23,Arrival,1,-6.0
1494,23,Arrival,2,-19.0
1495,23,Arrival,2,-12.0
1496,23,Arrival,2,-13.0
1497,23,Arrival,1,18.0
1498,23,Arrival,2,4.0
1499,23,Arrival,1,8.0
1500,23,Arrival,2,157.0
1501,23,Arrival,1,-11.0
1502,23,Arrival,1,50.0
1503,23,Arrival,1,-26.0
1504,23,Arrival,2,-26.0
1505,23,Arrival,1,-6.0
1506,23,Arrival,2,37.0
1507,23,Arrival,1,-14.0
1508,23,Arrival,1,-14.0
1509,1,Departure,1,-6.0
1510,6,Departure,1,-11.0
1511,6,Departure,1,-3.0
1512,6,Departure,1,0.0
1513,6,Departure,1,-2.0
1514,6,Departure,2,14.0
1515,6,Departure,1,-4.0
1516,6,Departure,2,0.0
1517,6,Departure,2,-5.0
1518,6,Departure,1,-3.0
1519,6,Departure,1,0.0
1520,6,Departure,2,11.0
1521,6,Departure,2,-2.0
1522,6,Departure,2,-8.0
1523,6,Departure,1,-6.0
1524,6,Departure,2,-3.0
1525,6,Departure,1,-5.0
1526,6,Departure,1,-4.0
1527,6,Departure,1,-10.0
1528,6,Departure,2,-1.0
1529,6,Departure,1,2.0
1530,6,Departure,2,0.0
1531,7,Departure,1,-8.0
1532,7,Departure,1,-7.0
1533,7,Departure,1,-4.0
1534,7,Departure,1,-1.0
1535,7,Departure,1,-12.0
1536,7,Departure,1,-4.0
1537,7,Departure,1,0.0
1538,7,Departure,1,-8.0
1539,7,Departure,1,1.0
1540,7,Departure,1,-3.0
1541,7,Departure,1,-1.0
1542,7,Departure,1,-8.0
1543,7,Departure,2,1.0
1544,7,Departure,2,-10.0
1545,7,Departure,1,-1.0
1546,7,Departure,2,-4.0
1547,7,Departure,1,-7.0
1548,7,Departure,2,52.0
1549,7,Departure,2,-6.0
1550,7,Departure,1,-6.0
1551,7,Departure,1,-1.0
1552,7,Departure,1,0.0
1553,7,Departure,1,10.0
1554,7,Departure,1,2.0
1555,8,Departure,1,13.0
1556,8,Departure,1,11.0
1557,8,Departure,2,-5.0
1558,8,Departure,1,2.0
1559,8,Departure,2,-3.0
1560,8,Departure,1,27.0
1561,8,Departure,1,1.0
1562,8,Departure,1,-6.0
1563,8,Departure,1,0.0
1564,8,Departure,1,5.0
1565,8,Departure,2,-4.0
1566,9,Departure,2,96.0
1567,9,Departure,1,15.0
1568,9,Departure,1,-6.0
1569,9,Departure,1,-5.0
1570,9,Departure,1,7.0
1571,9,Departure,2,10.0
1572,9,Departure,2,2.0
1573,9,Departure,1,0.0
1574,9,Departure,1,-5.0
1575,9,Departure,2,4.0
1576,9,Departure,1,41.0
1577,9,Departure,1,0.0
1578,9,Departure,1,0.0
1579,9,Departure,1,113.0
1580,9,Departure,2,2.0
1581,9,Departure,1,0.0
1582,9,Departure,1,1.0
1583,9,Departure,2,16.0
1584,9,Departure,2,7.0
1585,9,Departure,1,90.0
1586,9,Departure,1,6.0
1587,9,Departure,2,4.0
1588,9,Departure,1,0.0
1589,9,Departure,1,27.0
1590,9,Departure,1,4.0
1591,10,Departure,2,5.0
1592,10,Departure,1,43.0
1593,10,Departure,1,3.0
1594,10,Departure,2,-5.0
1595,10,Departure,1,6.0
1596,10,Departure,1,-15.0
1597,10,Departure,1,5.0
1598,10,Departure,2,-1.0
1599,10,Departure,2,0.0
1600,10,Departure,1,2.0
1601,10,Departure,1,1.0
1602,10,Departure,2,14.0
1603,10,Departure,1,5.0
1604,10,Departure,1,-8.0
1605,10,Departure,2,-14.0
1606,10,Departure,2,5.0
1607,10,Departure,1,5.0
1608,10,Departure,1,-4.0
1609,10,Departure,2,-12.0
1610,10,Departure,2,-4.0
1611,10,Departure,1,-2.0
1612,10,Departure,1,-10.0
1613,10,Departure,2,-8.0
1614,10,Departure,2,0.0
1615,10,Departure,2,-9.0
1616,11,Departure,1,-10.0
1617,11,Departure,1,0.0
1618,11,Departure,2,3.0
1619,11,Departure,1,3.0
1620,11,Departure,1,-1.0
1621,11,Departure,1,3.0
1622,11,Departure,2,-5.0
1623,11,Departure,1,-10.0
1624,11,Departure,1,-2.0
1625,11,Departure,1,0.0
1626,11,Departure,2,-13.0
1627,11,Departure,1,4.0
1628,11,Departure,1,-1.0
1629,11,Departure,1,3.0
1630,11,Departure,2,-5.0
1631,11,Departure,1,12.0
1632,11,Departure,1,42.0
1633,11,Departure,1,-2.0
1634,11,Departure,1,0.0
1635,11,Departure,1,-10.0
1636,11,Departure,1,2.0
1637,11,Departure,1,0.0
1638,11,Departure,1,-6.0
1639,11,Departure,1,-3.0
1640,12,Departure,1,-4.0
1641,12,Departure,1,3.0
1642,12,Departure,1,12.0
1643,12,Departure,2,22.0
1644,12,Departure,1,-2.0
1645,12,Departure,1,-6.0
1646,12,Departure,1,65.0
1647,12,Departure,1,-8.0
1648,12,Departure,1,-5.0
1649,12,Departure,1,-4.0
1650,12,Departure,1,22.0
1651,12,Departure,2,-12.0
1652,12,Departure,1,-1.0
1653,12,Departure,1,2.0
1654,12,Departure,2,-6.0
1655,12,Departure,1,-2.0
1656,12,Departure,1,-2.0
1657,12,Departure,1,-5.0
1658,12,Departure,2,4.0
1659,13,Departure,1,-1.0
1660,13,Departure,1,27.0
1661,13,Departure,1,-11.0
1662,13,Departure,1,0.0
1663,13,Departure,2,75.0
1664,13,Departure,1,-5.0
1665,13,Departure,1,15.0
1666,13,Departure,1,9.0
1667,13,Departure,1,55.0
1668,13,Departure,2,30.0
1669,13,Departure,1,9.0
1670,13,Departure,1,-1.0
1671,13,Departure,1,0.0
1672,13,Departure,2,8.0
1673,13,Departure,1,14.0
1674,14,Departure,2,6.0
1675,14,Departure,1,17.0
1676,14,Departure,1,0.0
1677,14,Departure,2,-6.0
1678,14,Departure,1,-3.0
1679,14,Departure,1,27.0
1680,14,Departure,1,9.0
1681,14,Departure,1,-2.0
1682,14,Departure,1,4.0
1683,14,Departure,1,0.0
1684,14,Departure,2,0.0
1685,14,Departure,1,7.0
1686,14,Departure,1,-10.0
1687,14,Departure,2,17.0
1688,14,Departure,1,22.0
1689,14,Departure,2,1.0
1690,14,Departure,1,5.0
1691,14,Departure,1,0.0
1692,15,Departure,1,-5.0
1693,15,Departure,1,2.0
1694,15,Departure,1,-7.0
1695,15,Departure,1,0.0
1696,15,Departure,2,-2.0
1697,15,Departure,2,12.0
1698,15,Departure,2,0.0
1699,15,Departure,1,4.0
1700,15,Departure,1,-4.0
1701,15,Departure,1,8.0
1702,15,Departure,1,13.0
1703,15,Departure,1,2.0
1704,15,Departure,1,-2.0
1705,15,Departure,1,-10.0
1706,15,Departure,1,34.0
1707,15,Departure,1,-5.0
1708,15,Departure,1,-7.0
1709,15,Departure,1,-6.0
1710,15,Departure,1,-1.0
1711,16,Departure,1,13.0
1712,16,Departure,2,-8.0
1713,16,Departure,2,-5.0
1714,16,Departure,1,55.0
1715,16,Departure,2,139.0
1716,16,Departure,1,-5.0
1717,16,Departure,2,-8.0
1718,16,Departure,1,25.0
1719,16,Departure,1,-10.0
1720,16,Departure,2,10.0
1721,16,Departure,1,32.0
1722,16,Departure,1,1.0
1723,16,Departure,1,-8.0
1724,16,Departure,1,0.0
1725,16,Departure,1,3.0
1726,16,Departure,2,31.0
1727,16,Departure,2,3.0
1728,16,Departure,2,0.0
1729,16,Departure,1,5.0
1730,17,Departure,1,0.0
1731,17,Departure,1,-17.0
1732,17,Departure,1,5.0
1733,17,Departure,1,4.0
1734,17,Departure,1,20.0
1735,17,Departure,1,-5.0
1736,17,Departure,1,3.0
1737,17,Departure,1,-3.0
1738,17,Departure,1,3.0
1739,17,Departure,2,4.0
1740,17,Departure,1,-3.0
1741,17,Departure,1,0.0
1742,17,Departure,2,18.0
1743,17,Departure,1,-5.0
1744,17,Departure,1,0.0
1745,17,Departure,1,-1.0
1746,17,Departure,1,29.0
1747,17,Departure,2,4.0
1748,17,Departure,1,-1.0
1749,18,Departure,1,17.0
1750,18,Departure,2,-6.0
1751,18,Departure,2,-5.0
1752,18,Departure,2,4.0
1753,18,Departure,1,-1.0
1754,18,Departure,1,-7.0
1755,18,Departure,2,3.0
1756,18,Departure,1,-8.0
1757,18,Departure,1,0.0
1758,18,Departure,1,0.0
1759,18,Departure,1,1.0
1760,18,Departure,2,19.0
1761,18,Departure,1,25.0
1762,18,Departure,1,111.0
1763,18,Departure,1,5.0
1764,18,Departure,2,2.0
1765,18,Departure,1,-5.0
1766,18,Departure,1,-1.0
1767,18,Departure,2,-1.0
1768,18,Departure,1,5.0
1769,18,Departure,1,-2.0
1770,18,Departure,1,9.0
1771,18,Departure,1,-4.0
1772,19,Departure,2,11.0
1773,19,Departure,1,-3.0
1774,19,Departure,2,-1.0
1775,19,Departure,1,4.0
1776,19,Departure,2,-4.0
1777,19,Departure,2,0.0
1778,19,Departure,1,-2.0
1779,19,Departure,2,28.0
1780,19,Departure,1,-9.0
1781,19,Departure,1,3.0
1782,19,Departure,1,-3.0
1783,19,Departure,2,7.0
1784,19,Departure,2,14.0
1785,19,Departure,1,8.0
1786,19,Departure,1,-4.0
1787,19,Departure,1,-5.0
1788,19,Departure,2,-3.0
1789,19,Departure,2,25.0
1790,19,Departure,1,31.0
1791,19,Departure,2,7.0
1792,19,Departure,1,0.0
1793,19,Departure,1,9.0
1794,19,Departure,1,-1.0
1795,19,Departure,2,-4.0
1796,19,Departure,1,9.0
1797,20,Departure,1,-5.0
1798,20,Departure,2,0.0
1799,20,Departure,2,40.0
1800,20,Departure,2,20.0
1801,20,Departure,1,102.0
1802,20,Departure,1,-13.0
1803,20,Departure,1,-4.0
1804,20,Departure,2,-5.0
1805,20,Departure,1,-12.0
1806,20,Departure,1,79.0
1807,20,Departure,1,-3.0
1808,20,Departure,1,26.0
1809,20,Departure,1,8.0
1810,20,Departure,1,-4.0
1811,20,Departure,2,-3.0
1812,20,Departure,2,12.0
1813,20,Departure,1,1.0
1814,21,Departure,1,2.0
1815,21,Departure,1,-6.0
1816,21,Departure,2,0.0
1817,21,Departure,2,-4.0
1818,21,Departure,1,8.0
1819,21,Departure,1,-14.0
1820,21,Departure,1,-6.0
