,Time,Operation,Delay
1079,40,Departure,5.0
1080,40,Departure,-5.0
1081,40,Departure,11.0
1082,40,Departure,-6.0
1083,40,Departure,5.0
1084,40,Departure,5.0
1085,40,Departure,-2.0
1086,40,Departure,0.0
1087,40,Departure,2.0
1088,40,Departure,5.0
1089,40,Departure,-4.0
1090,40,Departure,0.0
1091,40,Departure,-1.0
1092,41,Departure,-5.0
1093,41,Departure,-15.0
1094,41,Departure,-6.0
1095,41,Departure,0.0
1096,41,Departure,-3.0
1097,41,Departure,11.0
1098,41,Departure,6.0
1099,41,Departure,-11.0
1100,41,Departure,-3.0
1101,41,Departure,1.0
1102,41,Departure,5.0
1103,41,Departure,11.0
1104,41,Departure,-4.0
1105,41,Departure,-3.0
1106,41,Departure,-8.0
1107,41,Departure,5.0
1108,41,Departure,105.0
1109,41,Departure,-4.0
1110,41,Departure,23.0
1111,41,Departure,-5.0
1112,42,Departure,-6.0
1113,42,Departure,16.0
1114,42,Departure,18.0
1115,42,Departure,27.0
1116,42,Departure,-4.0
1117,42,Departure,-3.0
1118,42,Departure,-1.0
1119,42,Departure,-4.0
1120,42,Departure,3.0
1121,42,Departure,16.0
1122,42,Departure,-4.0
1123,42,Departure,-3.0
1124,42,Departure,1.0
1125,42,Departure,-10.0
1126,42,Departure,19.0
1127,42,Departure,14.0
1128,42,Departure,9.0
1129,42,Departure,-2.0
1130,42,Departure,-1.0
1131,42,Departure,1.0
1132,42,Departure,-1.0
1133,43,Departure,17.0
1134,43,Departure,23.0
1135,43,Departure,8.0
1136,43,Departure,-7.0
1137,43,Departure,-1.0
1138,43,Departure,4.0
1139,43,Departure,-4.0
1140,43,Departure,8.0
1141,43,Departure,15.0
1142,43,Departure,32.0
1143,43,Departure,-3.0
1144,43,Departure,-3.0
1145,43,Departure,1.0
1146,43,Departure,-3.0
1147,43,Departure,13.0
1148,43,Departure,6.0
1149,43,Departure,-7.0
1150,43,Departure,0.0
1151,43,Departure,19.0
1152,44,Departure,-3.0
1153,44,Departure,-7.0
1154,44,Departure,0.0
1155,44,Departure,1.0
1156,44,Departure,-7.0
1157,44,Departure,-2.0
1158,44,Departure,3.0
1159,44,Departure,-7.0
1160,44,Departure,20.0
1161,44,Departure,77.0
1162,44,Departure,-1.0
1163,44,Departure,2.0
1164,44,Departure,-4.0
1165,44,Departure,21.0
1166,44,Departure,12.0
1167,45,Departure,-5.0
1168,45,Departure,-2.0
1169,45,Departure,25.0
1170,45,Departure,-4.0
1171,45,Departure,9.0
1172,45,Departure,-11.0
1173,45,Departure,-7.0
1174,45,Departure,17.0
1175,45,Departure,-10.0
1176,45,Departure,9.0
1177,45,Departure,4.0
1178,45,Departure,-11.0
1179,45,Departure,2.0
1180,45,Departure,19.0
1181,45,Departure,9.0
1182,45,Departure,-2.0
1183,45,Departure,48.0
1184,46,Departure,-2.0
1185,46,Departure,68.0
1186,46,Departure,-9.0
1187,46,Departure,53.0
1188,47,Departure,13.0
1189,47,Departure,-13.0
1190,24,Arrival,-6.0
1191,24,Arrival,2.0
1192,24,Arrival,13.0
1193,24,Arrival,18.0
1194,24,Arrival,-8.0
1195,24,Arrival,-3.0
1196,24,Arrival,-8.0
1197,24,Arrival,-8.0
1198,25,Arrival,7.0
1199,25,Arrival,-20.0
1200,25,Arrival,-18.0
1201,29,Arrival,2.0
1202,30,Arrival,12.0
1203,30,Arrival,-16.0
1204,31,Arrival,-10.0
1205,31,Arrival,-9.0
1206,31,Arrival,0.0
1207,31,Arrival,-11.0
1208,31,Arrival,-13.0
1209,32,Arrival,-23.0
1210,32,Arrival,21.0
1211,32,Arrival,-14.0
1212,32,Arrival,-11.0
1213,32,Arrival,3.0
1214,32,Arrival,0.0
1215,32,Arrival,-28.0
1216,32,Arrival,-6.0
1217,32,Arrival,3.0
1218,32,Arrival,1.0
1219,32,Arrival,-12.0
1220,32,Arrival,-4.0
1221,32,Arrival,-6.0
1222,32,Arrival,-16.0
1223,32,Arrival,4.0
1224,32,Arrival,-9.0
1225,32,Arrival,-22.0
1226,32,Arrival,-24.0
1227,32,Arrival,3.0
1228,32,Arrival,48.0
1229,32,Arrival,-13.0
1230,32,Arrival,2.0
1231,32,Arrival,-21.0
1232,32,Arrival,119.0
1233,33,Arrival,76.0
1234,33,Arrival,59.0
1235,33,Arrival,-4.0
1236,33,Arrival,-19.0
1237,33,Arrival,8.0
1238,33,Arrival,46.0
1239,33,Arrival,-12.0
1240,33,Arrival,-1.0
1241,33,Arrival,-23.0
1242,33,Arrival,-22.0
1243,33,Arrival,5.0
1244,33,Arrival,-1.0
1245,33,Arrival,-29.0
1246,33,Arrival,2.0
1247,33,Arrival,8.0
1248,33,Arrival,-10.0
1249,33,Arrival,2.0
1250,33,Arrival,47.0
1251,33,Arrival,38.0
1252,33,Arrival,-10.0
1253,34,Arrival,-15.0
1254,34,Arrival,-12.0
1255,34,Arrival,-12.0
1256,34,Arrival,13.0
1257,34,Arrival,-23.0
1258,34,Arrival,16.0
1259,34,Arrival,13.0
1260,34,Arrival,-11.0
1261,34,Arrival,29.0
1262,34,Arrival,-9.0
1263,34,Arrival,-14.0
1264,34,Arrival,-8.0
1265,34,Arrival,105.0
1266,34,Arrival,-23.0
1267,34,Arrival,7.0
1268,34,Arrival,-15.0
1269,34,Arrival,4.0
1270,34,Arrival,-7.0
1271,34,Arrival,-3.0
1272,34,Arrival,-17.0
1273,34,Arrival,20.0
1274,34,Arrival,97.0
1275,34,Arrival,5.0
1276,34,Arrival,-3.0
1277,34,Arrival,-14.0
1278,34,Arrival,-11.0
1279,34,Arrival,-12.0
1280,34,Arrival,1.0
1281,35,Arrival,-12.0
1282,35,Arrival,-13.0
1283,35,Arrival,75.0
1284,35,Arrival,8.0
1285,35,Arrival,-7.0
1286,35,Arrival,-12.0
1287,35,Arrival,-11.0
1288,35,Arrival,93.0
1289,35,Arrival,-18.0
1290,35,Arrival,-4.0
1291,35,Arrival,24.0
1292,35,Arrival,7.0
1293,35,Arrival,26.0
1294,35,Arrival,-17.0
1295,35,Arrival,19.0
1296,35,Arrival,-2.0
1297,35,Arrival,40.0
1298,35,Arrival,70.0
1299,35,Arrival,-11.0
1300,35,Arrival,20.0
1301,35,Arrival,-20.0
1302,35,Arrival,-12.0
1303,36,Arrival,9.0
1304,36,Arrival,-6.0
1305,36,Arrival,-15.0
1306,36,Arrival,-1.0
1307,36,Arrival,7.0
1308,36,Arrival,4.0
1309,36,Arrival,64.0
1310,36,Arrival,74.0
1311,36,Arrival,44.0
1312,36,Arrival,26.0
1313,36,Arrival,51.0
1314,36,Arrival,7.0
1315,36,Arrival,-9.0
1316,36,Arrival,0.0
1317,36,Arrival,-40.0
1318,36,Arrival,7.0
1319,36,Arrival,12.0
1320,36,Arrival,12.0
1321,37,Arrival,17.0
1322,37,Arrival,17.0
1323,37,Arrival,-9.0
1324,37,Arrival,13.0
1325,37,Arrival,-5.0
1326,37,Arrival,1.0
1327,37,Arrival,10.0
1328,37,Arrival,0.0
1329,37,Arrival,1.0
1330,37,Arrival,-1.0
1331,38,Arrival,-18.0
1332,38,Arrival,8.0
1333,38,Arrival,18.0
1334,38,Arrival,18.0
1335,38,Arrival,6.0
1336,38,Arrival,5.0
1337,38,Arrival,23.0
1338,38,Arrival,-6.0
1339,38,Arrival,-11.0
1340,38,Arrival,-5.0
1341,38,Arrival,5.0
1342,38,Arrival,-10.0
1343,38,Arrival,-10.0
1344,38,Arrival,-9.0
1345,38,Arrival,9.0
1346,38,Arrival,47.0
1347,38,Arrival,-12.0
1348,38,Arrival,-10.0
1349,38,Arrival,0.0
1350,39,Arrival,-28.0
1351,39,Arrival,-20.0
1352,39,Arrival,1.0
1353,39,Arrival,-2.0
1354,39,Arrival,90.0
1355,39,Arrival,0.0
1356,39,Arrival,45.0
1357,39,Arrival,-3.0
1358,39,Arrival,37.0
1359,39,Arrival,15.0
1360,39,Arrival,-7.0
1361,39,Arrival,5.0
1362,39,Arrival,7.0
1363,39,Arrival,-7.0
1364,39,Arrival,-5.0
1365,39,Arrival,-17.0
1366,39,Arrival,-14.0
1367,40,Arrival,34.0
1368,40,Arrival,-8.0
1369,40,Arrival,-26.0
1370,40,Arrival,8.0
1371,40,Arrival,1.0
1372,40,Arrival,3.0
1373,40,Arrival,17.0
1374,40,Arrival,-11.0
1375,40,Arrival,-10.0
1376,40,Arrival,10.0
1377,40,Arrival,-17.0
1378,40,Arrival,-10.0
1379,40,Arrival,-6.0
1380,40,Arrival,10.0
1381,40,Arrival,-19.0
1382,41,Arrival,-11.0
1383,41,Arrival,15.0
1384,41,Arrival,-2.0
1385,41,Arrival,-7.0
1386,41,Arrival,-29.0
1387,41,Arrival,-4.0
1388,41,Arrival,26.0
1389,41,Arrival,8.0
1390,41,Arrival,-10.0
1391,41,Arrival,30.0
1392,41,Arrival,8.0
1393,41,Arrival,-22.0
1394,41,Arrival,11.0
1395,41,Arrival,-5.0
1396,41,Arrival,39.0
1397,41,Arrival,22.0
1398,41,Arrival,-3.0
1399,41,Arrival,-11.0
1400,41,Arrival,-7.0
1401,42,Arrival,-21.0
1402,42,Arrival,-12.0
1403,42,Arrival,11.0
1404,42,Arrival,4.0
1405,42,Arrival,22.0
1406,42,Arrival,51.0
1407,42,Arrival,-7.0
1408,42,Arrival,-20.0
1409,42,Arrival,45.0
1410,42,Arrival,-24.0
1411,42,Arrival,-2.0
1412,42,Arrival,-4.0
1413,42,Arrival,-22.0
1414,42,Arrival,0.0
1415,43,Arrival,-24.0
1416,43,Arrival,-15.0
1417,43,Arrival,15.0
1418,43,Arrival,-15.0
1419,43,Arrival,0.0
1420,43,Arrival,-8.0
1421,43,Arrival,-10.0
1422,43,Arrival,-3.0
1423,43,Arrival,-6.0
1424,43,Arrival,-2.0
1425,43,Arrival,-12.0
1426,43,Arrival,-8.0
1427,43,Arrival,-13.0
1428,43,Arrival,-26.0
1429,43,Arrival,-20.0
1430,43,Arrival,3.0
1431,43,Arrival,-5.0
1432,43,Arrival,-9.0
1433,43,Arrival,-13.0
1434,43,Arrival,-5.0
1435,43,Arrival,-15.0
1436,43,Arrival,5.0
1437,44,Arrival,-22.0
1438,44,Arrival,7.0
1439,44,Arrival,1.0
1440,44,Arrival,-9.0
1441,44,Arrival,-1.0
1442,44,Arrival,-4.0
1443,44,Arrival,-1.0
1444,44,Arrival,-25.0
1445,44,Arrival,-13.0
1446,44,Arrival,-3.0
1447,44,Arrival,15.0
1448,44,Arrival,-19.0
1449,44,Arrival,10.0
1450,44,Arrival,-15.0
1451,44,Arrival,-24.0
1452,44,Arrival,-2.0
1453,45,Arrival,5.0
1454,45,Arrival,-20.0
1455,45,Arrival,-19.0
1456,45,Arrival,-25.0
1457,45,Arrival,-9.0
1458,45,Arrival,-10.0
1459,45,Arrival,-8.0
1460,45,Arrival,-34.0
1461,45,Arrival,-14.0
1462,45,Arrival,-5.0
1463,45,Arrival,21.0
1464,45,Arrival,-10.0
1465,45,Arrival,3.0
1466,45,Arrival,-10.0
1467,45,Arrival,-23.0
1468,45,Arrival,-1.0
1469,45,Arrival,-2.0
1470,45,Arrival,34.0
1471,46,Arrival,30.0
1472,46,Arrival,-12.0
1473,46,Arrival,-19.0
1474,46,Arrival,-8.0
1475,46,Arrival,-36.0
1476,46,Arrival,21.0
1477,46,Arrival,-3.0
1478,46,Arrival,-32.0
1479,46,Arrival,-5.0
1480,46,Arrival,3.0
1481,46,Arrival,-3.0
1482,46,Arrival,-3.0
1483,46,Arrival,34.0
1484,46,Arrival,27.0
1485,47,Arrival,9.0
1486,47,Arrival,-6.0
1487,47,Arrival,54.0
1488,47,Arrival,3.0
1489,47,Arrival,-20.0
1490,47,Arrival,11.0
1491,47,Arrival,18.0
1492,47,Arrival,20.0
1493,47,Arrival,-6.0
1494,47,Arrival,-19.0
1495,47,Arrival,-12.0
1496,47,Arrival,-13.0
1497,47,Arrival,18.0
1498,47,Arrival,4.0
1499,47,Arrival,8.0
1500,47,Arrival,157.0
1501,47,Arrival,-11.0
1502,47,Arrival,50.0
1503,47,Arrival,-26.0
1504,47,Arrival,-26.0
1505,47,Arrival,-6.0
1506,47,Arrival,37.0
1507,47,Arrival,-14.0
1508,47,Arrival,-14.0
1509,49,Departure,-6.0
1510,54,Departure,-11.0
1511,54,Departure,-3.0
1512,54,Departure,0.0
1513,54,Departure,-2.0
1514,54,Departure,14.0
1515,54,Departure,-4.0
1516,54,Departure,0.0
1517,54,Departure,-5.0
1518,54,Departure,-3.0
1519,54,Departure,0.0
1520,54,Departure,11.0
1521,54,Departure,-2.0
1522,54,Departure,-8.0
1523,54,Departure,-6.0
1524,54,Departure,-3.0
1525,54,Departure,-5.0
1526,54,Departure,-4.0
1527,54,Departure,-10.0
1528,54,Departure,-1.0
1529,54,Departure,2.0
1530,54,Departure,0.0
1531,55,Departure,-8.0
1532,55,Departure,-7.0
1533,55,Departure,-4.0
1534,55,Departure,-1.0
1535,55,Departure,-12.0
1536,55,Departure,-4.0
1537,55,Departure,0.0
1538,55,Departure,-8.0
1539,55,Departure,1.0
1540,55,Departure,-3.0
1541,55,Departure,-1.0
1542,55,Departure,-8.0
1543,55,Departure,1.0
1544,55,Departure,-10.0
1545,55,Departure,-1.0
1546,55,Departure,-4.0
1547,55,Departure,-7.0
1548,55,Departure,52.0
1549,55,Departure,-6.0
1550,55,Departure,-6.0
1551,55,Departure,-1.0
1552,55,Departure,0.0
1553,55,Departure,10.0
1554,55,Departure,2.0
1555,56,Departure,13.0
1556,56,Departure,11.0
1557,56,Departure,-5.0
1558,56,Departure,2.0
1559,56,Departure,-3.0
1560,56,Departure,27.0
1561,56,Departure,1.0
1562,56,Departure,-6.0
1563,56,Departure,0.0
1564,56,Departure,5.0
1565,56,Departure,-4.0
1566,57,Departure,96.0
1567,57,Departure,15.0
1568,57,Departure,-6.0
1569,57,Departure,-5.0
1570,57,Departure,7.0
1571,57,Departure,10.0
1572,57,Departure,2.0
1573,57,Departure,0.0
1574,57,Departure,-5.0
1575,57,Departure,4.0
1576,57,Departure,41.0
1577,57,Departure,0.0
1578,57,Departure,0.0
1579,57,Departure,113.0
1580,57,Departure,2.0
1581,57,Departure,0.0
1582,57,Departure,1.0
1583,57,Departure,16.0
1584,57,Departure,7.0
1585,57,Departure,90.0
1586,57,Departure,6.0
1587,57,Departure,4.0
1588,57,Departure,0.0
1589,57,Departure,27.0
1590,57,Departure,4.0
1591,58,Departure,5.0
1592,58,Departure,43.0
1593,58,Departure,3.0
1594,58,Departure,-5.0
1595,58,Departure,6.0
1596,58,Departure,-15.0
1597,58,Departure,5.0
1598,58,Departure,-1.0
1599,58,Departure,0.0
1600,58,Departure,2.0
1601,58,Departure,1.0
1602,58,Departure,14.0
1603,58,Departure,5.0
1604,58,Departure,-8.0
1605,58,Departure,-14.0
1606,58,Departure,5.0
1607,58,Departure,5.0
1608,58,Departure,-4.0
1609,58,Departure,-12.0
1610,58,Departure,-4.0
1611,58,Departure,-2.0
1612,58,Departure,-10.0
1613,58,Departure,-8.0
1614,58,Departure,0.0
1615,58,Departure,-9.0
1616,59,Departure,-10.0
1617,59,Departure,0.0
1618,59,Departure,3.0
1619,59,Departure,3.0
1620,59,Departure,-1.0
1621,59,Departure,3.0
1622,59,Departure,-5.0
1623,59,Departure,-10.0
1624,59,Departure,-2.0
1625,59,Departure,0.0
1626,59,Departure,-13.0
1627,59,Departure,4.0
1628,59,Departure,-1.0
1629,59,Departure,3.0
1630,59,Departure,-5.0
1631,59,Departure,12.0
1632,59,Departure,42.0
1633,59,Departure,-2.0
1634,59,Departure,0.0
1635,59,Departure,-10.0
1636,59,Departure,2.0
1637,59,Departure,0.0
1638,59,Departure,-6.0
1639,59,Departure,-3.0
1640,60,Departure,-4.0
1641,60,Departure,3.0
1642,60,Departure,12.0
1643,60,Departure,22.0
1644,60,Departure,-2.0
1645,60,Departure,-6.0
1646,60,Departure,65.0
1647,60,Departure,-8.0
1648,60,Departure,-5.0
1649,60,Departure,-4.0
1650,60,Departure,22.0
1651,60,Departure,-12.0
1652,60,Departure,-1.0
1653,60,Departure,2.0
1654,60,Departure,-6.0
1655,60,Departure,-2.0
1656,60,Departure,-2.0
1657,60,Departure,-5.0
1658,60,Departure,4.0
1659,61,Departure,-1.0
1660,61,Departure,27.0
1661,61,Departure,-11.0
1662,61,Departure,0.0
1663,61,Departure,75.0
1664,61,Departure,-5.0
1665,61,Departure,15.0
1666,61,Departure,9.0
1667,61,Departure,55.0
1668,61,Departure,30.0
1669,61,Departure,9.0
1670,61,Departure,-1.0
1671,61,Departure,0.0
1672,61,Departure,8.0
1673,61,Departure,14.0
1674,62,Departure,6.0
1675,62,Departure,17.0
1676,62,Departure,0.0
1677,62,Departure,-6.0
1678,62,Departure,-3.0
1679,62,Departure,27.0
1680,62,Departure,9.0
1681,62,Departure,-2.0
1682,62,Departure,4.0
1683,62,Departure,0.0
1684,62,Departure,0.0
1685,62,Departure,7.0
1686,62,Departure,-10.0
1687,62,Departure,17.0
1688,62,Departure,22.0
1689,62,Departure,1.0
1690,62,Departure,5.0
1691,62,Departure,0.0
1692,63,Departure,-5.0
1693,63,Departure,2.0
1694,63,Departure,-7.0
1695,63,Departure,0.0
1696,63,Departure,-2.0
1697,63,Departure,12.0
1698,63,Departure,0.0
1699,63,Departure,4.0
1700,63,Departure,-4.0
1701,63,Departure,8.0
1702,63,Departure,13.0
1703,63,Departure,2.0
1704,63,Departure,-2.0
1705,63,Departure,-10.0
1706,63,Departure,34.0
1707,63,Departure,-5.0
1708,63,Departure,-7.0
1709,63,Departure,-6.0
1710,63,Departure,-1.0
1711,64,Departure,13.0
1712,64,Departure,-8.0
1713,64,Departure,-5.0
1714,64,Departure,55.0
1715,64,Departure,139.0
1716,64,Departure,-5.0
1717,64,Departure,-8.0
1718,64,Departure,25.0
1719,64,Departure,-10.0
1720,64,Departure,10.0
1721,64,Departure,32.0
1722,64,Departure,1.0
1723,64,Departure,-8.0
1724,64,Departure,0.0
1725,64,Departure,3.0
1726,64,Departure,31.0
1727,64,Departure,3.0
1728,64,Departure,0.0
1729,64,Departure,5.0
1730,65,Departure,0.0
1731,65,Departure,-17.0
1732,65,Departure,5.0
1733,65,Departure,4.0
1734,65,Departure,20.0
1735,65,Departure,-5.0
1736,65,Departure,3.0
1737,65,Departure,-3.0
1738,65,Departure,3.0
1739,65,Departure,4.0
1740,65,Departure,-3.0
1741,65,Departure,0.0
1742,65,Departure,18.0
1743,65,Departure,-5.0
1744,65,Departure,0.0
1745,65,Departure,-1.0
1746,65,Departure,29.0
1747,65,Departure,4.0
1748,65,Departure,-1.0
1749,66,Departure,17.0
1750,66,Departure,-6.0
1751,66,Departure,-5.0
1752,66,Departure,4.0
1753,66,Departure,-1.0
1754,66,Departure,-7.0
1755,66,Departure,3.0
1756,66,Departure,-8.0
1757,66,Departure,0.0
1758,66,Departure,0.0
1759,66,Departure,1.0
1760,66,Departure,19.0
1761,66,Departure,25.0
1762,66,Departure,111.0
1763,66,Departure,5.0
1764,66,Departure,2.0
1765,66,Departure,-5.0
1766,66,Departure,-1.0
1767,66,Departure,-1.0
1768,66,Departure,5.0
1769,66,Departure,-2.0
1770,66,Departure,9.0
1771,66,Departure,-4.0
1772,67,Departure,11.0
1773,67,Departure,-3.0
1774,67,Departure,-1.0
1775,67,Departure,4.0
1776,67,Departure,-4.0
1777,67,Departure,0.0
1778,67,Departure,-2.0
1779,67,Departure,28.0
1780,67,Departure,-9.0
1781,67,Departure,3.0
1782,67,Departure,-3.0
1783,67,Departure,7.0
1784,67,Departure,14.0
1785,67,Departure,8.0
1786,67,Departure,-4.0
1787,67,Departure,-5.0
1788,67,Departure,-3.0
1789,67,Departure,25.0
1790,67,Departure,31.0
1791,67,Departure,7.0
1792,67,Departure,0.0
1793,67,Departure,9.0
1794,67,Departure,-1.0
1795,67,Departure,-4.0
1796,67,Departure,9.0
1797,68,Departure,-5.0
1798,68,Departure,0.0
1799,68,Departure,40.0
1800,68,Departure,20.0
1801,68,Departure,102.0
1802,68,Departure,-13.0
1803,68,Departure,-4.0
1804,68,Departure,-5.0
1805,68,Departure,-12.0
1806,68,Departure,79.0
1807,68,Departure,-3.0
1808,68,Departure,26.0
1809,68,Departure,8.0
1810,68,Departure,-4.0
1811,68,Departure,-3.0
1812,68,Departure,12.0
1813,68,Departure,1.0
1814,69,Departure,2.0
1815,69,Departure,-6.0
1816,69,Departure,0.0
1817,69,Departure,-4.0
1818,69,Departure,8.0
1819,69,Departure,-14.0
1820,69,Departure,-6.0
1821,69,Departure,33.0
1822,69,Departure,-8.0
1823,69,Departure,18.0
1824,69,Departure,0.0
1825,69,Departure,-1.0
1826,69,Departure,11.0
1827,69,Departure,-13.0
1828,69,Departure,-2.0
1829,69,Departure,13.0
1830,70,Departure,-4.0
1831,70,Departure,-10.0
1832,70,Departure,15.0
1833,70,Departure,-2.0
1834,70,Departure,-12.0
1835,71,Departure,-2.0
1836,71,Departure,-11.0
1837,48,Arrival,-16.0
1838,48,Arrival,-9.0
1839,49,Arrival,-15.0
1840,49,Arrival,-31.0
1841,51,Arrival,5.0
1842,53,Arrival,0.0
1843,54,Arrival,17.0
1844,54,Arrival,11.0
1845,54,Arrival,-16.0
1846,55,Arrival,-41.0
1847,55,Arrival,-24.0
1848,55,Arrival,22.0
1849,55,Arrival,-2.0
1850,55,Arrival,-15.0
1851,56,Arrival,3.0
1852,56,Arrival,-5.0
1853,56,Arrival,-8.0
1854,56,Arrival,0.0
1855,56,Arrival,-3.0
1856,56,Arrival,-9.0
1857,56,Arrival,-8.0
1858,56,Arrival,9.0
1859,56,Arrival,-1.0
1860,56,Arrival,-14.0
1861,56,Arrival,-15.0
1862,56,Arrival,-15.0
1863,56,Arrival,-6.0
1864,56,Arrival,-17.0
1865,56,Arrival,-11.0
1866,56,Arrival,-1.0
1867,56,Arrival,3.0
1868,56,Arrival,4.0
1869,56,Arrival,-7.0
1870,56,Arrival,-1.0
1871,56,Arrival,23.0
1872,57,Arrival,-8.0
1873,57,Arrival,-1.0
1874,57,Arrival,-14.0
1875,57,Arrival,-5.0
1876,57,Arrival,0.0
1877,57,Arrival,15.0
1878,57,Arrival,-1.0
1879,57,Arrival,-6.0
1880,57,Arrival,-18.0
1881,57,Arrival,2.0
1882,57,Arrival,-25.0
1883,57,Arrival,-9.0
1884,57,Arrival,-31.0
1885,57,Arrival,-5.0
1886,57,Arrival,2.0
1887,57,Arrival,47.0
1888,57,Arrival,-25.0
1889,57,Arrival,-5.0
1890,57,Arrival,-6.0
1891,57,Arrival,-16.0
1892,57,Arrival,0.0
1893,57,Arrival,-9.0
1894,57,Arrival,-8.0
1895,57,Arrival,-7.0
1896,58,Arrival,-15.0
1897,58,Arrival,-12.0
1898,58,Arrival,-9.0
1899,58,Arrival,-3.0
1900,58,Arrival,-44.0
1901,58,Arrival,-22.0
1902,58,Arrival,-13.0
1903,58,Arrival,0.0
1904,58,Arrival,3.0
1905,58,Arrival,-5.0
1906,58,Arrival,-7.0
1907,58,Arrival,5.0
1908,58,Arrival,-14.0
1909,58,Arrival,15.0
1910,58,Arrival,-11.0
1911,58,Arrival,-28.0
1912,58,Arrival,2.0
1913,58,Arrival,-20.0
1914,58,Arrival,34.0
1915,58,Arrival,5.0
1916,58,Arrival,-12.0
1917,58,Arrival,-25.0
1918,58,Arrival,-15.0
1919,58,Arrival,-8.0
1920,59,Arrival,-10.0
1921,59,Arrival,-20.0
1922,59,Arrival,-6.0
1923,59,Arrival,10.0
1924,59,Arrival,-23.0
1925,59,Arrival,-2.0
1926,59,Arrival,-12.0
1927,59,Arrival,72.0
1928,59,Arrival,-16.0
1929,59,Arrival,0.0
1930,59,Arrival,78.0
1931,59,Arrival,0.0
1932,59,Arrival,5.0
1933,59,Arrival,16.0
1934,59,Arrival,-16.0
1935,59,Arrival,16.0
1936,59,Arrival,-20.0
1937,59,Arrival,-6.0
1938,59,Arrival,7.0
1939,59,Arrival,-14.0
1940,59,Arrival,-20.0
1941,59,Arrival,-22.0
1942,60,Arrival,2.0
1943,60,Arrival,36.0
1944,60,Arrival,0.0
1945,60,Arrival,-33.0
1946,60,Arrival,-12.0
1947,60,Arrival,3.0
1948,60,Arrival,6.0
1949,60,Arrival,0.0
1950,60,Arrival,13.0
1951,60,Arrival,4.0
1952,60,Arrival,-10.0
1953,60,Arrival,71.0
1954,60,Arrival,-9.0
1955,60,Arrival,44.0
1956,60,Arrival,-26.0
1957,60,Arrival,-20.0
1958,60,Arrival,9.0
1959,60,Arrival,53.0
1960,60,Arrival,-15.0
1961,61,Arrival,6.0
1962,61,Arrival,0.0
1963,61,Arrival,-57.0
1964,61,Arrival,94.0
1965,61,Arrival,0.0
1966,61,Arrival,-21.0
1967,61,Arrival,-10.0
1968,61,Arrival,-19.0
1969,61,Arrival,-7.0
1970,61,Arrival,26.0
1971,61,Arrival,-4.0
1972,61,Arrival,26.0
1973,61,Arrival,-9.0
1974,61,Arrival,-17.0
1975,62,Arrival,4.0
1976,62,Arrival,-24.0
1977,62,Arrival,17.0
1978,62,Arrival,-11.0
1979,62,Arrival,8.0
1980,62,Arrival,-15.0
1981,62,Arrival,-10.0
1982,62,Arrival,-7.0
1983,62,Arrival,-8.0
1984,62,Arrival,-11.0
1985,62,Arrival,11.0
1986,62,Arrival,-15.0
1987,62,Arrival,2.0
1988,62,Arrival,2.0
1989,62,Arrival,12.0
1990,62,Arrival,-18.0
1991,62,Arrival,-16.0
1992,62,Arrival,-2.0
1993,63,Arrival,27.0
1994,63,Arrival,1.0
1995,63,Arrival,-4.0
1996,63,Arrival,-30.0
1997,63,Arrival,-11.0
1998,63,Arrival,-16.0
1999,63,Arrival,17.0
2000,63,Arrival,57.0
2001,63,Arrival,-11.0
2002,63,Arrival,16.0
2003,63,Arrival,-1.0
2004,63,Arrival,78.0
2005,63,Arrival,-13.0
2006,63,Arrival,23.0
2007,63,Arrival,-3.0
2008,63,Arrival,1.0
2009,63,Arrival,8.0
2010,64,Arrival,12.0
2011,64,Arrival,66.0
2012,64,Arrival,-18.0
2013,64,Arrival,-25.0
2014,64,Arrival,-18.0
2015,64,Arrival,1.0
2016,64,Arrival,18.0
2017,64,Arrival,27.0
2018,64,Arrival,-7.0
2019,64,Arrival,-1.0
2020,64,Arrival,59.0
2021,64,Arrival,19.0
2022,64,Arrival,-7.0
2023,64,Arrival,-11.0
2024,64,Arrival,19.0
2025,64,Arrival,-7.0
2026,64,Arrival,18.0
2027,64,Arrival,-6.0
2028,64,Arrival,-14.0
2029,64,Arrival,-19.0
2030,64,Arrival,10.0
2031,65,Arrival,-12.0
2032,65,Arrival,-15.0
2033,65,Arrival,26.0
2034,65,Arrival,13.0
2035,65,Arrival,3.0
2036,65,Arrival,-7.0
2037,65,Arrival,-19.0
2038,65,Arrival,2.0
2039,65,Arrival,-5.0
2040,65,Arrival,25.0
2041,65,Arrival,-20.0
2042,65,Arrival,20.0
2043,65,Arrival,9.0
2044,65,Arrival,-14.0
2045,65,Arrival,-9.0
2046,65,Arrival,-21.0
2047,65,Arrival,-11.0
2048,66,Arrival,-17.0
2049,66,Arrival,17.0
2050,66,Arrival,86.0
2051,66,Arrival,11.0
2052,66,Arrival,-8.0
2053,66,Arrival,20.0
2054,66,Arrival,8.0
2055,66,Arrival,-7.0
2056,66,Arrival,-11.0
2057,66,Arrival,39.0
2058,66,Arrival,-7.0
2059,66,Arrival,-20.0
2060,66,Arrival,-12.0
2061,66,Arrival,0.0
2062,66,Arrival,-14.0
2063,66,Arrival,15.0
2064,66,Arrival,2.0
2065,66,Arrival,-5.0
2066,66,Arrival,1.0
2067,66,Arrival,4.0
2068,66,Arrival,-11.0
2069,66,Arrival,37.0
2070,67,Arrival,-5.0
2071,67,Arrival,17.0
