,Time,Operation,Delay
2072,67,Arrival,-12.0
2073,67,Arrival,7.0
2074,67,Arrival,-2.0
2075,67,Arrival,5.0
2076,67,Arrival,10.0
2077,67,Arrival,-3.0
2078,67,Arrival,40.0
2079,67,Arrival,-5.0
2080,67,Arrival,115.0
2081,67,Arrival,-14.0
2082,67,Arrival,18.0
2083,67,Arrival,-14.0
2084,67,Arrival,0.0
2085,67,Arrival,17.0
2086,67,Arrival,-9.0
2087,67,Arrival,-21.0
2088,67,Arrival,2.0
2089,67,Arrival,-13.0
2090,68,Arrival,-2.0
2091,68,Arrival,32.0
2092,68,Arrival,-6.0
2093,68,Arrival,17.0
2094,68,Arrival,-13.0
2095,68,Arrival,20.0
2096,68,Arrival,11.0
2097,68,Arrival,-16.0
2098,68,Arrival,4.0
2099,68,Arrival,26.0
2100,68,Arrival,11.0
2101,68,Arrival,0.0
2102,68,Arrival,-14.0
2103,68,Arrival,-23.0
2104,68,Arrival,-6.0
2105,68,Arrival,-1.0
2106,68,Arrival,-21.0
2107,68,Arrival,-1.0
2108,69,Arrival,6.0
2109,69,Arrival,-11.0
2110,69,Arrival,-20.0
2111,69,Arrival,-9.0
2112,69,Arrival,-11.0
2113,69,Arrival,-19.0
2114,69,Arrival,-2.0
2115,69,Arrival,19.0
2116,69,Arrival,9.0
2117,69,Arrival,-13.0
2118,69,Arrival,-23.0
2119,69,Arrival,-2.0
2120,69,Arrival,0.0
2121,69,Arrival,64.0
2122,69,Arrival,-20.0
2123,69,Arrival,3.0
2124,69,Arrival,-19.0
2125,69,Arrival,13.0
2126,70,Arrival,-13.0
2127,70,Arrival,-13.0
2128,70,Arrival,-6.0
2129,70,Arrival,-26.0
2130,70,Arrival,6.0
2131,70,Arrival,-8.0
2132,70,Arrival,-7.0
2133,70,Arrival,-35.0
2134,70,Arrival,-23.0
2135,70,Arrival,-19.0
2136,70,Arrival,-2.0
2137,70,Arrival,-7.0
2138,70,Arrival,-10.0
2139,70,Arrival,-4.0
2140,70,Arrival,-7.0
2141,70,Arrival,-1.0
2142,71,Arrival,-5.0
2143,71,Arrival,-5.0
2144,71,Arrival,59.0
2145,71,Arrival,-3.0
2146,71,Arrival,65.0
2147,71,Arrival,3.0
2148,71,Arrival,-1.0
2149,71,Arrival,-2.0
2150,71,Arrival,4.0
2151,71,Arrival,-2.0
2152,71,Arrival,-11.0
2153,71,Arrival,-18.0
2154,71,Arrival,-1.0
2155,71,Arrival,-2.0
2156,71,Arrival,5.0
2157,71,Arrival,6.0
2158,71,Arrival,14.0
2159,71,Arrival,-21.0
2160,71,Arrival,79.0
2161,71,Arrival,-8.0
2162,71,Arrival,-19.0
2163,71,Arrival,-5.0
2164,73,Departure,2.0
2165,78,Departure,-12.0
2166,78,Departure,9.0
2167,78,Departure,-3.0
2168,78,Departure,-1.0
2169,78,Departure,25.0
2170,78,Departure,11.0
2171,78,Departure,0.0
2172,78,Departure,-3.0
2173,78,Departure,0.0
2174,78,Departure,1.0
2175,78,Departure,26.0
2176,78,Departure,0.0
2177,78,Departure,-3.0
2178,78,Departure,-9.0
2179,78,Departure,0.0
2180,78,Departure,0.0
2181,78,Departure,-3.0
2182,78,Departure,-3.0
2183,78,Departure,51.0
2184,78,Departure,-6.0
2185,78,Departure,10.0
2186,78,Departure,-1.0
2187,78,Departure,-6.0
2188,78,Departure,-2.0
2189,79,Departure,1.0
2190,79,Departure,3.0
2191,79,Departure,-7.0
2192,79,Departure,3.0
2193,79,Departure,46.0
2194,79,Departure,0.0
2195,79,Departure,-2.0
2196,79,Departure,68.0
2197,79,Departure,-10.0
2198,79,Departure,17.0
2199,79,Departure,0.0
2200,79,Departure,67.0
2201,79,Departure,1.0
2202,79,Departure,-2.0
2203,79,Departure,-3.0
2204,79,Departure,42.0
2205,79,Departure,47.0
2206,79,Departure,9.0
2207,79,Departure,1.0
2208,79,Departure,-4.0
2209,79,Departure,0.0
2210,79,Departure,6.0
2211,79,Departure,-5.0
2212,79,Departure,13.0
2213,79,Departure,-8.0
2214,79,Departure,34.0
2215,79,Departure,26.0
2216,80,Departure,-6.0
2217,80,Departure,0.0
2218,80,Departure,-6.0
2219,80,Departure,0.0
2220,80,Departure,9.0
2221,80,Departure,-5.0
2222,80,Departure,4.0
2223,80,Departure,14.0
2224,80,Departure,-8.0
2225,80,Departure,5.0
2226,80,Departure,3.0
2227,80,Departure,14.0
2228,81,Departure,-4.0
2229,81,Departure,113.0
2230,81,Departure,5.0
2231,81,Departure,-2.0
2232,81,Departure,-3.0
2233,81,Departure,15.0
2234,81,Departure,27.0
2235,81,Departure,23.0
2236,81,Departure,0.0
2237,81,Departure,0.0
2238,81,Departure,100.0
2239,81,Departure,-5.0
2240,81,Departure,-2.0
2241,81,Departure,23.0
2242,81,Departure,9.0
2243,81,Departure,-5.0
2244,81,Departure,32.0
2245,81,Departure,7.0
2246,81,Departure,3.0
2247,81,Departure,0.0
2248,81,Departure,50.0
2249,81,Departure,7.0
2250,81,Departure,0.0
2251,81,Departure,19.0
2252,81,Departure,13.0
2253,81,Departure,16.0
2254,82,Departure,29.0
2255,82,Departure,7.0
2256,82,Departure,27.0
2257,82,Departure,-3.0
2258,82,Departure,11.0
2259,82,Departure,-7.0
2260,82,Departure,9.0
2261,82,Departure,26.0
2262,82,Departure,10.0
2263,82,Departure,30.0
2264,82,Departure,64.0
2265,82,Departure,24.0
2266,82,Departure,-1.0
2267,82,Departure,-3.0
2268,82,Departure,11.0
2269,82,Departure,-2.0
2270,82,Departure,69.0
2271,82,Departure,-5.0
2272,82,Departure,11.0
2273,82,Departure,4.0
2274,82,Departure,50.0
2275,82,Departure,30.0
2276,82,Departure,4.0
2277,82,Departure,9.0
2278,82,Departure,10.0
2279,82,Departure,80.0
2280,83,Departure,-9.0
2281,83,Departure,1.0
2282,83,Departure,5.0
2283,83,Departure,43.0
2284,83,Departure,27.0
2285,83,Departure,19.0
2286,83,Departure,-2.0
2287,83,Departure,1.0
2288,83,Departure,5.0
2289,83,Departure,32.0
2290,83,Departure,-11.0
2291,83,Departure,-2.0
2292,83,Departure,-14.0
2293,83,Departure,14.0
2294,83,Departure,12.0
2295,83,Departure,5.0
2296,83,Departure,0.0
2297,83,Departure,-5.0
2298,83,Departure,0.0
2299,83,Departure,47.0
2300,83,Departure,26.0
2301,83,Departure,26.0
2302,83,Departure,6.0
2303,83,Departure,37.0
2304,83,Departure,0.0
2305,83,Departure,1.0
2306,83,Departure,1.0
2307,83,Departure,5.0
2308,83,Departure,15.0
2309,83,Departure,-1.0
2310,83,Departure,3.0
2311,84,Departure,7.0
2312,84,Departure,-3.0
2313,84,Departure,3.0
2314,84,Departure,-10.0
2315,84,Departure,-7.0
2316,84,Departure,20.0
2317,84,Departure,3.0
2318,84,Departure,-6.0
2319,84,Departure,0.0
2320,84,Departure,24.0
2321,84,Departure,-3.0
2322,84,Departure,7.0
2323,84,Departure,-14.0
2324,84,Departure,294.0
2325,84,Departure,22.0
2326,84,Departure,6.0
2327,84,Departure,53.0
2328,84,Departure,-3.0
2329,84,Departure,5.0
2330,85,Departure,42.0
2331,85,Departure,15.0
2332,85,Departure,16.0
2333,85,Departure,114.0
2334,85,Departure,35.0
2335,85,Departure,-3.0
2336,85,Departure,-11.0
2337,85,Departure,154.0
2338,85,Departure,30.0
2339,85,Departure,-5.0
2340,85,Departure,-3.0
2341,85,Departure,3.0
2342,85,Departure,3.0
2343,85,Departure,38.0
2344,85,Departure,-5.0
2345,85,Departure,31.0
2346,85,Departure,-2.0
2347,85,Departure,0.0
2348,85,Departure,20.0
2349,86,Departure,1.0
2350,86,Departure,13.0
2351,86,Departure,60.0
2352,86,Departure,2.0
2353,86,Departure,12.0
2354,86,Departure,0.0
2355,86,Departure,-1.0
2356,86,Departure,9.0
2357,86,Departure,0.0
2358,86,Departure,22.0
2359,86,Departure,8.0
2360,86,Departure,38.0
2361,86,Departure,1.0
2362,86,Departure,50.0
2363,86,Departure,42.0
2364,86,Departure,0.0
2365,86,Departure,-3.0
2366,86,Departure,-2.0
2367,87,Departure,-1.0
2368,87,Departure,13.0
2369,87,Departure,25.0
2370,87,Departure,63.0
2371,87,Departure,15.0
2372,87,Departure,33.0
2373,87,Departure,15.0
2374,87,Departure,0.0
2375,87,Departure,41.0
2376,87,Departure,0.0
2377,87,Departure,44.0
2378,87,Departure,49.0
2379,87,Departure,-1.0
2380,87,Departure,58.0
2381,87,Departure,-3.0
2382,87,Departure,22.0
2383,87,Departure,28.0
2384,87,Departure,8.0
2385,87,Departure,0.0
2386,87,Departure,70.0
2387,87,Departure,28.0
2388,88,Departure,0.0
2389,88,Departure,17.0
2390,88,Departure,0.0
2391,88,Departure,18.0
2392,88,Departure,-1.0
2393,88,Departure,-1.0
2394,88,Departure,-3.0
2395,88,Departure,27.0
2396,88,Departure,-1.0
2397,88,Departure,38.0
2398,88,Departure,-6.0
2399,88,Departure,5.0
2400,88,Departure,3.0
2401,88,Departure,-4.0
2402,88,Departure,14.0
2403,88,Departure,2.0
2404,88,Departure,0.0
2405,88,Departure,34.0
2406,88,Departure,4.0
2407,88,Departure,55.0
2408,88,Departure,0.0
2409,89,Departure,-4.0
2410,89,Departure,-6.0
2411,89,Departure,2.0
2412,89,Departure,40.0
2413,89,Departure,-6.0
2414,89,Departure,4.0
2415,89,Departure,-13.0
2416,89,Departure,4.0
2417,89,Departure,27.0
2418,89,Departure,130.0
2419,89,Departure,4.0
2420,89,Departure,-4.0
2421,89,Departure,38.0
2422,89,Departure,-9.0
2423,89,Departure,71.0
2424,89,Departure,28.0
2425,89,Departure,42.0
2426,90,Departure,1.0
2427,90,Departure,-7.0
2428,90,Departure,21.0
2429,90,Departure,176.0
2430,90,Departure,0.0
2431,90,Departure,7.0
2432,90,Departure,-6.0
2433,90,Departure,4.0
2434,90,Departure,-5.0
2435,90,Departure,0.0
2436,90,Departure,43.0
2437,90,Departure,12.0
2438,90,Departure,9.0
2439,90,Departure,46.0
2440,90,Departure,23.0
2441,90,Departure,-1.0
2442,90,Departure,26.0
2443,90,Departure,-4.0
2444,90,Departure,16.0
2445,90,Departure,15.0
2446,90,Departure,2.0
2447,90,Departure,27.0
2448,90,Departure,53.0
2449,90,Departure,-2.0
2450,90,Departure,34.0
2451,90,Departure,1.0
2452,91,Departure,3.0
2453,91,Departure,10.0
2454,91,Departure,16.0
2455,91,Departure,-5.0
2456,91,Departure,-5.0
2457,91,Departure,-1.0
2458,91,Departure,29.0
2459,91,Departure,6.0
2460,91,Departure,3.0
2461,91,Departure,-1.0
2462,91,Departure,32.0
2463,91,Departure,18.0
2464,91,Departure,-2.0
2465,91,Departure,5.0
2466,91,Departure,-6.0
2467,91,Departure,29.0
2468,91,Departure,-5.0
2469,91,Departure,67.0
2470,91,Departure,0.0
2471,91,Departure,17.0
2472,91,Departure,29.0
2473,91,Departure,81.0
2474,91,Departure,1.0
2475,91,Departure,-1.0
2476,91,Departure,32.0
2477,91,Departure,65.0
2478,92,Departure,22.0
2479,92,Departure,28.0
2480,92,Departure,34.0
2481,92,Departure,135.0
2482,92,Departure,75.0
2483,92,Departure,8.0
2484,92,Departure,38.0
2485,92,Departure,-11.0
2486,92,Departure,-4.0
2487,92,Departure,14.0
2488,92,Departure,-4.0
2489,92,Departure,1.0
2490,92,Departure,-10.0
2491,92,Departure,38.0
2492,92,Departure,49.0
2493,92,Departure,-1.0
2494,92,Departure,4.0
2495,92,Departure,1.0
2496,92,Departure,49.0
2497,92,Departure,-2.0
2498,92,Departure,14.0
2499,92,Departure,-2.0
2500,92,Departure,27.0
2501,92,Departure,7.0
2502,93,Departure,-2.0
2503,93,Departure,0.0
2504,93,Departure,40.0
2505,93,Departure,53.0
2506,93,Departure,-6.0
2507,93,Departure,-6.0
2508,93,Departure,63.0
2509,93,Departure,-5.0
2510,93,Departure,-10.0
2511,93,Departure,-6.0
2512,93,Departure,0.0
2513,93,Departure,22.0
2514,93,Departure,57.0
2515,93,Departure,30.0
2516,94,Departure,-15.0
2517,94,Departure,11.0
2518,94,Departure,-10.0
2519,94,Departure,50.0
2520,95,Departure,53.0
2521,95,Departure,-9.0
2522,72,Arrival,-26.0
2523,72,Arrival,4.0
2524,72,Arrival,-1.0
2525,73,Arrival,40.0
2526,73,Arrival,-14.0
2527,77,Arrival,-2.0
2528,78,Arrival,15.0
2529,78,Arrival,3.0
2530,79,Arrival,-30.0
2531,79,Arrival,7.0
2532,79,Arrival,9.0
2533,79,Arrival,16.0
2534,79,Arrival,-10.0
2535,80,Arrival,-1.0
2536,80,Arrival,-10.0
2537,80,Arrival,-1.0
2538,80,Arrival,-13.0
2539,80,Arrival,-6.0
2540,80,Arrival,-3.0
2541,80,Arrival,-6.0
2542,80,Arrival,-9.0
2543,80,Arrival,-13.0
2544,80,Arrival,2.0
2545,80,Arrival,-5.0
2546,80,Arrival,1.0
2547,80,Arrival,-10.0
2548,80,Arrival,-13.0
2549,80,Arrival,-13.0
2550,80,Arrival,-1.0
2551,80,Arrival,81.0
2552,80,Arrival,5.0
2553,80,Arrival,-5.0
2554,80,Arrival,28.0
2555,80,Arrival,1.0
2556,80,Arrival,-10.0
2557,80,Arrival,3.0
2558,80,Arrival,-5.0
2559,80,Arrival,0.0
2560,80,Arrival,12.0
2561,80,Arrival,-6.0
2562,81,Arrival,8.0
2563,81,Arrival,-3.0
2564,81,Arrival,-2.0
2565,81,Arrival,17.0
2566,81,Arrival,6.0
2567,81,Arrival,8.0
2568,81,Arrival,-4.0
2569,81,Arrival,-4.0
2570,81,Arrival,13.0
2571,81,Arrival,-25.0
2572,81,Arrival,20.0
2573,81,Arrival,-22.0
2574,81,Arrival,-2.0
2575,81,Arrival,7.0
2576,81,Arrival,-3.0
2577,81,Arrival,-6.0
2578,81,Arrival,1.0
2579,81,Arrival,-8.0
2580,81,Arrival,14.0
2581,81,Arrival,18.0
2582,81,Arrival,2.0
2583,81,Arrival,-10.0
2584,81,Arrival,-2.0
2585,82,Arrival,-6.0
2586,82,Arrival,-16.0
2587,82,Arrival,-2.0
2588,82,Arrival,-34.0
2589,82,Arrival,20.0
2590,82,Arrival,-51.0
2591,82,Arrival,191.0
2592,82,Arrival,83.0
2593,82,Arrival,14.0
2594,82,Arrival,0.0
2595,82,Arrival,-20.0
2596,82,Arrival,13.0
2597,82,Arrival,-1.0
2598,82,Arrival,6.0
2599,82,Arrival,21.0
2600,82,Arrival,-1.0
2601,82,Arrival,-12.0
2602,82,Arrival,7.0
2603,82,Arrival,-6.0
2604,82,Arrival,-19.0
2605,82,Arrival,19.0
2606,82,Arrival,32.0
2607,82,Arrival,9.0
2608,82,Arrival,7.0
2609,82,Arrival,-8.0
2610,82,Arrival,-14.0
2611,82,Arrival,10.0
2612,82,Arrival,26.0
2613,82,Arrival,-4.0
2614,83,Arrival,-19.0
2615,83,Arrival,-16.0
2616,83,Arrival,-5.0
2617,83,Arrival,27.0
2618,83,Arrival,-10.0
2619,83,Arrival,-1.0
2620,83,Arrival,7.0
2621,83,Arrival,68.0
2622,83,Arrival,-13.0
2623,83,Arrival,-10.0
2624,83,Arrival,-11.0
2625,83,Arrival,3.0
2626,83,Arrival,31.0
2627,83,Arrival,-18.0
2628,83,Arrival,29.0
2629,83,Arrival,17.0
2630,83,Arrival,-4.0
2631,83,Arrival,87.0
2632,83,Arrival,-20.0
2633,83,Arrival,2.0
2634,83,Arrival,-8.0
2635,83,Arrival,-19.0
2636,84,Arrival,12.0
2637,84,Arrival,-17.0
2638,84,Arrival,41.0
2639,84,Arrival,-24.0
2640,84,Arrival,-20.0
2641,84,Arrival,8.0
2642,84,Arrival,-2.0
2643,84,Arrival,42.0
2644,84,Arrival,58.0
2645,84,Arrival,60.0
2646,84,Arrival,108.0
2647,84,Arrival,-13.0
2648,84,Arrival,-5.0
2649,84,Arrival,52.0
2650,84,Arrival,51.0
2651,84,Arrival,28.0
2652,84,Arrival,52.0
2653,84,Arrival,-4.0
2654,84,Arrival,-7.0
2655,84,Arrival,18.0
2656,84,Arrival,-6.0
2657,84,Arrival,14.0
2658,85,Arrival,6.0
2659,85,Arrival,3.0
2660,85,Arrival,-11.0
2661,85,Arrival,15.0
2662,85,Arrival,22.0
2663,85,Arrival,5.0
2664,85,Arrival,-47.0
2665,85,Arrival,-5.0
2666,85,Arrival,-3.0
2667,85,Arrival,62.0
2668,85,Arrival,20.0
2669,85,Arrival,3.0
2670,85,Arrival,-7.0
2671,85,Arrival,-6.0
2672,86,Arrival,-12.0
2673,86,Arrival,17.0
2674,86,Arrival,40.0
2675,86,Arrival,-4.0
2676,86,Arrival,5.0
2677,86,Arrival,85.0
2678,86,Arrival,95.0
2679,86,Arrival,-6.0
2680,86,Arrival,2.0
2681,86,Arrival,-4.0
2682,86,Arrival,-1.0
2683,86,Arrival,-10.0
2684,86,Arrival,12.0
2685,86,Arrival,9.0
2686,86,Arrival,-4.0
2687,86,Arrival,3.0
2688,86,Arrival,12.0
2689,86,Arrival,-7.0
2690,86,Arrival,-21.0
2691,86,Arrival,24.0
2692,86,Arrival,-19.0
2693,87,Arrival,-16.0
2694,87,Arrival,0.0
2695,87,Arrival,-11.0
2696,87,Arrival,5.0
2697,87,Arrival,23.0
2698,87,Arrival,32.0
2699,87,Arrival,37.0
2700,87,Arrival,2.0
2701,87,Arrival,81.0
2702,87,Arrival,6.0
2703,87,Arrival,-14.0
2704,87,Arrival,1.0
2705,87,Arrival,3.0
2706,87,Arrival,-6.0
2707,87,Arrival,-13.0
2708,88,Arrival,1.0
2709,88,Arrival,-25.0
2710,88,Arrival,104.0
2711,88,Arrival,-11.0
2712,88,Arrival,-13.0
2713,88,Arrival,-13.0
2714,88,Arrival,-6.0
2715,88,Arrival,-1.0
2716,88,Arrival,27.0
2717,88,Arrival,48.0
2718,88,Arrival,16.0
2719,88,Arrival,2.0
2720,88,Arrival,-9.0
2721,88,Arrival,3.0
2722,88,Arrival,72.0
2723,88,Arrival,-20.0
2724,88,Arrival,2.0
2725,88,Arrival,15.0
2726,89,Arrival,-5.0
2727,89,Arrival,73.0
2728,89,Arrival,20.0
2729,89,Arrival,-8.0
2730,89,Arrival,-13.0
2731,89,Arrival,40.0
2732,89,Arrival,-8.0
2733,89,Arrival,-3.0
2734,89,Arrival,48.0
2735,89,Arrival,20.0
2736,89,Arrival,18.0
2737,89,Arrival,-12.0
2738,89,Arrival,37.0
2739,89,Arrival,-1.0
2740,89,Arrival,180.0
2741,89,Arrival,-1.0
2742,89,Arrival,37.0
2743,89,Arrival,10.0
2744,89,Arrival,9.0
2745,89,Arrival,22.0
2746,89,Arrival,42.0
2747,89,Arrival,-6.0
2748,89,Arrival,-13.0
2749,89,Arrival,-5.0
2750,90,Arrival,8.0
2751,90,Arrival,-3.0
2752,90,Arrival,10.0
2753,90,Arrival,8.0
2754,90,Arrival,7.0
2755,90,Arrival,127.0
2756,90,Arrival,83.0
2757,90,Arrival,-7.0
2758,90,Arrival,-11.0
2759,90,Arrival,39.0
2760,90,Arrival,11.0
2761,90,Arrival,2.0
2762,90,Arrival,-11.0
2763,90,Arrival,42.0
2764,90,Arrival,13.0
2765,90,Arrival,33.0
2766,90,Arrival,2.0
2767,90,Arrival,11.0
2768,90,Arrival,17.0
2769,91,Arrival,-26.0
2770,91,Arrival,5.0
2771,91,Arrival,11.0
2772,91,Arrival,16.0
2773,91,Arrival,28.0
2774,91,Arrival,-19.0
2775,91,Arrival,-16.0
2776,91,Arrival,4.0
2777,91,Arrival,37.0
2778,91,Arrival,45.0
2779,91,Arrival,27.0
2780,91,Arrival,2.0
2781,91,Arrival,22.0
2782,91,Arrival,36.0
2783,91,Arrival,112.0
2784,91,Arrival,-9.0
2785,91,Arrival,0.0
2786,91,Arrival,-8.0
2787,91,Arrival,21.0
2788,91,Arrival,64.0
2789,91,Arrival,-11.0
2790,91,Arrival,0.0
2791,91,Arrival,104.0
2792,91,Arrival,-2.0
2793,91,Arrival,15.0
2794,91,Arrival,79.0
2795,91,Arrival,-25.0
2796,91,Arrival,-21.0
2797,92,Arrival,-11.0
2798,92,Arrival,8.0
2799,92,Arrival,75.0
2800,92,Arrival,9.0
2801,92,Arrival,49.0
2802,92,Arrival,7.0
2803,92,Arrival,-14.0
2804,92,Arrival,28.0
2805,92,Arrival,-4.0
2806,92,Arrival,3.0
2807,92,Arrival,-4.0
2808,92,Arrival,5.0
2809,92,Arrival,32.0
2810,92,Arrival,-6.0
2811,92,Arrival,-17.0
2812,92,Arrival,-18.0
2813,92,Arrival,-8.0
2814,92,Arrival,20.0
2815,92,Arrival,-8.0
2816,92,Arrival,-10.0
2817,93,Arrival,-20.0
2818,93,Arrival,-12.0
2819,93,Arrival,-14.0
2820,93,Arrival,-14.0
2821,93,Arrival,19.0
2822,93,Arrival,28.0
2823,93,Arrival,9.0
2824,93,Arrival,-5.0
2825,93,Arrival,-4.0
2826,93,Arrival,-17.0
2827,93,Arrival,0.0
2828,93,Arrival,-14.0
2829,93,Arrival,-5.0
2830,93,Arrival,31.0
2831,93,Arrival,20.0
2832,94,Arrival,37.0
2833,94,Arrival,-16.0
2834,94,Arrival,8.0
2835,94,Arrival,-21.0
2836,94,Arrival,24.0
2837,94,Arrival,53.0
2838,94,Arrival,-32.0
2839,94,Arrival,13.0
2840,94,Arrival,26.0
2841,94,Arrival,-22.0
2842,94,Arrival,-6.0
2843,94,Arrival,9.0
2844,94,Arrival,71.0
2845,94,Arrival,-12.0
2846,94,Arrival,38.0
2847,94,Arrival,21.0
2848,95,Arrival,22.0
2849,95,Arrival,2.0
2850,95,Arrival,95.0
2851,95,Arrival,77.0
2852,95,Arrival,-15.0
2853,95,Arrival,22.0
2854,95,Arrival,73.0
2855,95,Arrival,36.0
2856,95,Arrival,58.0
2857,95,Arrival,-5.0
2858,95,Arrival,50.0
2859,95,Arrival,25.0
2860,95,Arrival,-6.0
2861,95,Arrival,128.0
2862,95,Arrival,70.0
2863,95,Arrival,9.0
2864,95,Arrival,39.0
2865,95,Arrival,61.0
2866,95,Arrival,32.0
2867,95,Arrival,15.0
2868,95,Arrival,1.0
2869,95,Arrival,62.0
2870,95,Arrival,16.0
2871,95,Arrival,-5.0
2872,95,Arrival,55.0
2873,95,Arrival,35.0
2874,95,Arrival,91.0
2875,95,Arrival,93.0
2876,95,Arrival,21.0
2877,95,Arrival,65.0
2878,97,Departure,-10.0
2879,102,Departure,-8.0
2880,102,Departure,3.0
2881,102,Departure,-4.0
2882,102,Departure,-3.0
2883,102,Departure,0.0
2884,102,Departure,0.0
2885,102,Departure,3.0
2886,102,Departure,-2.0
2887,102,Departure,8.0
2888,102,Departure,-6.0
2889,102,Departure,0.0
2890,102,Departure,10.0
2891,102,Departure,4.0
2892,102,Departure,-11.0
2893,102,Departure,4.0
2894,102,Departure,12.0
2895,102,Departure,1.0
2896,102,Departure,-3.0
2897,102,Departure,9.0
2898,102,Departure,3.0
2899,102,Departure,12.0
2900,102,Departure,-1.0
2901,102,Departure,11.0
2902,102,Departure,-9.0
2903,102,Departure,-2.0
2904,102,Departure,5.0
2905,103,Departure,0.0
2906,103,Departure,0.0
2907,103,Departure,3.0
2908,103,Departure,0.0
2909,103,Departure,1.0
2910,103,Departure,8.0
2911,103,Departure,4.0
2912,103,Departure,-6.0
2913,103,Departure,-7.0
2914,103,Departure,0.0
2915,103,Departure,2.0
2916,103,Departure,-1.0
2917,103,Departure,-1.0
2918,103,Departure,18.0
2919,103,Departure,0.0
2920,103,Departure,13.0
2921,103,Departure,-5.0
2922,103,Departure,3.0
2923,103,Departure,-2.0
2924,103,Departure,-6.0
2925,103,Departure,2.0
2926,103,Departure,-3.0
2927,103,Departure,0.0
2928,103,Departure,-1.0
2929,103,Departure,24.0
2930,103,Departure,-2.0
2931,103,Departure,-2.0
2932,103,Departure,0.0
2933,103,Departure,-5.0
2934,103,Departure,0.0
2935,104,Departure,3.0
2936,104,Departure,10.0
2937,104,Departure,31.0
2938,104,Departure,1.0
2939,104,Departure,0.0
2940,104,Departure,-6.0
2941,104,Departure,10.0
2942,104,Departure,0.0
2943,104,Departure,-10.0
2944,104,Departure,0.0
2945,104,Departure,0.0
2946,104,Departure,-7.0
2947,104,Departure,-6.0
2948,104,Departure,3.0
2949,104,Departure,-7.0
2950,104,Departure,12.0
2951,105,Departure,10.0
2952,105,Departure,-4.0
2953,105,Departure,8.0
2954,105,Departure,3.0
2955,105,Departure,-1.0
2956,105,Departure,1.0
2957,105,Departure,5.0
2958,105,Departure,12.0
2959,105,Departure,0.0
2960,105,Departure,4.0
2961,105,Departure,11.0
2962,105,Departure,1.0
2963,105,Departure,79.0
2964,105,Departure,54.0
2965,105,Departure,-1.0
2966,105,Departure,-3.0
2967,105,Departure,5.0
2968,105,Departure,15.0
2969,105,Departure,67.0
2970,105,Departure,38.0
2971,105,Departure,6.0
2972,105,Departure,9.0
2973,105,Departure,21.0
2974,105,Departure,-4.0
2975,105,Departure,23.0
2976,105,Departure,-4.0
2977,105,Departure,-5.0
2978,105,Departure,17.0
2979,105,Departure,8.0
2980,105,Departure,-2.0
2981,106,Departure,17.0
2982,106,Departure,19.0
2983,106,Departure,-5.0
2984,106,Departure,-3.0
2985,106,Departure,10.0
2986,106,Departure,-4.0
2987,106,Departure,9.0
2988,106,Departure,95.0
2989,106,Departure,31.0
2990,106,Departure,9.0
2991,106,Departure,11.0
2992,106,Departure,5.0
2993,106,Departure,0.0
2994,106,Departure,22.0
2995,106,Departure,-1.0
2996,106,Departure,-1.0
2997,106,Departure,-11.0
2998,106,Departure,9.0
2999,106,Departure,4.0
3000,106,Departure,-2.0
3001,106,Departure,1.0
3002,106,Departure,-4.0
3003,106,Departure,0.0
3004,106,Departure,14.0
3005,106,Departure,-8.0
3006,106,Departure,0.0
3007,106,Departure,30.0
3008,106,Departure,-9.0
3009,106,Departure,-11.0
3010,107,Departure,12.0
3011,107,Departure,12.0
3012,107,Departure,32.0
3013,107,Departure,-4.0
3014,107,Departure,23.0
3015,107,Departure,-5.0
3016,107,Departure,-4.0
3017,107,Departure,21.0
3018,107,Departure,-6.0
3019,107,Departure,-5.0
3020,107,Departure,7.0
3021,107,Departure,105.0
3022,107,Departure,5.0
3023,107,Departure,59.0
3024,107,Departure,-10.0
3025,107,Departure,2.0
3026,107,Departure,-5.0
3027,107,Departure,-3.0
3028,107,Departure,23.0
3029,107,Departure,1.0
3030,107,Departure,14.0
3031,107,Departure,-2.0
3032,107,Departure,34.0
3033,107,Departure,3.0
3034,107,Departure,-2.0
3035,107,Departure,6.0
3036,107,Departure,52.0
3037,107,Departure,7.0
3038,107,Departure,12.0
3039,107,Departure,18.0
3040,107,Departure,0.0
3041,107,Departure,7.0
3042,107,Departure,0.0
3043,107,Departure,0.0
3044,107,Departure,0.0
3045,108,Departure,-2.0
3046,108,Departure,26.0
3047,108,Departure,-1.0
3048,108,Departure,-1.0
3049,108,Departure,24.0
3050,108,Departure,54.0
3051,108,Departure,3.0
3052,108,Departure,5.0
3053,108,Departure,-5.0
3054,108,Departure,40.0
3055,108,Departure,4.0
3056,108,Departure,23.0
3057,108,Departure,2.0
3058,108,Departure,10.0
3059,108,Departure,-10.0
3060,108,Departure,-4.0
3061,108,Departure,-2.0
3062,108,Departure,5.0
3063,108,Departure,4.0
3064,108,Departure,5.0
3065,108,Departure,9.0
3066,108,Departure,8.0
3067,108,Departure,69.0
3068,108,Departure,7.0
3069,108,Departure,-4.0
3070,108,Departure,-2.0
3071,108,Departure,17.0
3072,108,Departure,4.0
3073,108,Departure,0.0
3074,108,Departure,22.0
3075,109,Departure,-6.0
3076,109,Departure,3.0
3077,109,Departure,79.0
3078,109,Departure,6.0
3079,109,Departure,-3.0
3080,109,Departure,-12.0
3081,109,Departure,-1.0
3082,109,Departure,-2.0
